customer_id,ltv,churn_probability,customer_segment,retention_priority_score,retention_priority,recommended_action
7205-BAIAD,824.0,0.0,Low Priority,3.85,Low,Standard customer engagement
1428-GTBJJ,820.05,0.0,Low Priority,3.84,Low,Standard customer engagement
3097-FQTVJ,820.0,0.0,Low Priority,3.84,Low,Standard customer engagement
3255-GRXMG,821.6999999999999,0.0,Low Priority,3.84,Low,Standard customer engagement
6551-ZCOTS,821.6999999999999,0.0,Low Priority,3.84,Low,Standard customer engagement
9585-KKMFD,820.0,0.0,Low Priority,3.84,Low,Standard customer engagement
6772-WFQRD,816.0,0.0,Low Priority,3.82,Low,Standard customer engagement
1970-KKFWL,815.5,0.0,Low Priority,3.82,Low,Standard customer engagement
9846-GKXAS,817.1999999999999,0.0,Low Priority,3.82,Low,Standard customer engagement
7010-ZMVBF,368.1,0.035,Low Priority,3.82,Low,Standard customer engagement
1222-KJNZD,816.0,0.0,Low Priority,3.82,Low,Standard customer engagement
5231-FIQPA,813.85,0.0,Low Priority,3.81,Low,Standard customer engagement
8922-NPKBJ,812.7,0.0,Low Priority,3.8,Low,Standard customer engagement
2252-ISRNH,813.15,0.0,Low Priority,3.8,Low,Standard customer engagement
2696-NARTR,812.3499999999999,0.0,Low Priority,3.8,Low,Standard customer engagement
8510-BBWMU,809.75,0.0,Low Priority,3.79,Low,Standard customer engagement
7234-FECYN,810.8,0.0,Low Priority,3.79,Low,Standard customer engagement
4817-QRJSX,810.0,0.0,Low Priority,3.79,Low,Standard customer engagement
6048-NJXHX,809.75,0.0,Low Priority,3.79,Low,Standard customer engagement
0302-JOIVN,809.2,0.0,Low Priority,3.79,Low,Standard customer engagement
5006-MXVRN,807.3,0.0,Low Priority,3.78,Low,Standard customer engagement
0940-OUQEC,807.0,0.0,Low Priority,3.78,Low,Standard customer engagement
9938-PRCVK,807.6999999999999,0.0,Low Priority,3.78,Low,Standard customer engagement
5108-ADXWO,808.5,0.0,Low Priority,3.78,Low,Standard customer engagement
7951-QKZPL,808.5,0.0,Low Priority,3.78,Low,Standard customer engagement
4822-RVYBB,804.8,0.0,Low Priority,3.77,Low,Standard customer engagement
6326-MTTXK,806.8,0.0,Low Priority,3.77,Low,Standard customer engagement
9068-FHQHD,806.0,0.0,Low Priority,3.77,Low,Standard customer engagement
7394-FKDNK,805.0500000000001,0.0,Low Priority,3.77,Low,Standard customer engagement
4418-LZMSV,803.4,0.0,Low Priority,3.76,Low,Standard customer engagement
2810-FTLEM,802.4,0.0,Low Priority,3.75,Low,Standard customer engagement
4547-KQRTM,800.5,0.0,Low Priority,3.75,Low,Standard customer engagement
9889-TMAHG,802.4,0.0,Low Priority,3.75,Low,Standard customer engagement
8780-RSYYU,480.0,0.025,Low Priority,3.75,Low,Standard customer engagement
4572-DVCGN,802.5,0.0,Low Priority,3.75,Low,Standard customer engagement
1391-UBDAR,801.9000000000001,0.0,Low Priority,3.75,Low,Standard customer engagement
6581-NQCBA,799.2,0.0,Low Priority,3.74,Low,Standard customer engagement
1184-PJVDB,799.5,0.0,Low Priority,3.74,Low,Standard customer engagement
3594-IVHJZ,40.9,0.0592,Low Priority,3.74,Low,Standard customer engagement
9773-PEQBZ,798.5,0.0,Low Priority,3.74,Low,Standard customer engagement
7216-KAOID,799.5,0.0,Low Priority,3.74,Low,Standard customer engagement
7410-OIEDU,798.5,0.0,Low Priority,3.74,Low,Standard customer engagement
9305-CDSKC,797.2,0.0,Low Priority,3.73,Low,Standard customer engagement
6954-OOYZZ,798.3000000000001,0.0,Low Priority,3.73,Low,Standard customer engagement
4884-LEVMQ,797.55,0.0,Low Priority,3.73,Low,Standard customer engagement
8277-RVRSV,796.9499999999999,0.0,Low Priority,3.73,Low,Standard customer engagement
5322-ZSMZY,798.25,0.0,Low Priority,3.73,Low,Standard customer engagement
4633-MKHYU,795.6,0.0,Low Priority,3.72,Low,Standard customer engagement
3298-QEICA,795.8000000000001,0.0,Low Priority,3.72,Low,Standard customer engagement
8225-BTJAU,792.5,0.0,Low Priority,3.71,Low,Standard customer engagement
4123-DVHPH,792.4499999999999,0.0,Low Priority,3.71,Low,Standard customer engagement
5465-BUBFA,791.3000000000001,0.0,Low Priority,3.7,Low,Standard customer engagement
3890-RTCMS,791.2,0.0,Low Priority,3.7,Low,Standard customer engagement
8749-CLJXC,20.05,0.06,Low Priority,3.69,Low,Standard customer engagement
9710-NJERN,785.8499999999999,0.0,Low Priority,3.68,Low,Standard customer engagement
0362-RAOQO,786.0,0.0,Low Priority,3.68,Low,Standard customer engagement
1106-HRLKZ,784.0,0.0,Low Priority,3.67,Low,Standard customer engagement
6169-PPETC,717.5,0.005,Low Priority,3.66,Low,Standard customer engagement
3800-LYTRK,779.8000000000001,0.0,Low Priority,3.65,Low,Standard customer engagement
9184-GALIL,777.1,0.0,Low Priority,3.64,Low,Standard customer engagement
3873-NFTGI,777.0,0.0,Low Priority,3.64,Low,Standard customer engagement
2931-FSOHN,778.6999999999999,0.0,Low Priority,3.64,Low,Standard customer engagement
1755-FZQEC,776.0999999999999,0.0,Low Priority,3.63,Low,Standard customer engagement
1087-GRUYI,775.1999999999999,0.0,Low Priority,3.63,Low,Standard customer engagement
3914-FDRHP,776.25,0.0,Low Priority,3.63,Low,Standard customer engagement
6447-GORXK,775.0,0.0,Low Priority,3.63,Low,Standard customer engagement
5527-ACHSO,775.5,0.0,Low Priority,3.63,Low,Standard customer engagement
4310-KEDTB,774.8000000000001,0.0,Low Priority,3.62,Low,Standard customer engagement
2428-ZMCTB,197.5,0.045,Low Priority,3.62,Low,Standard customer engagement
1839-FBNFR,774.1500000000001,0.0,Low Priority,3.62,Low,Standard customer engagement
3426-NIYYL,773.25,0.0,Low Priority,3.62,Low,Standard customer engagement
0582-AVCLN,771.4,0.0,Low Priority,3.61,Low,Standard customer engagement
7206-PQBBZ,772.2,0.0,Low Priority,3.61,Low,Standard customer engagement
4709-LKHYG,580.0,0.015,Low Priority,3.61,Low,Standard customer engagement
5804-JMYIO,770.25,0.0,Low Priority,3.6,Low,Standard customer engagement
8645-KWHJO,770.0,0.0,Low Priority,3.6,Low,Standard customer engagement
6188-UXBBR,769.5,0.0,Low Priority,3.6,Low,Standard customer engagement
2215-ZAFGX,769.5,0.0,Low Priority,3.6,Low,Standard customer engagement
5569-KGJHX,768.15,0.0,Low Priority,3.59,Low,Standard customer engagement
2691-NZETQ,768.15,0.0,Low Priority,3.59,Low,Standard customer engagement
2384-OVPSA,767.6,0.0,Low Priority,3.59,Low,Standard customer engagement
8577-QSOCG,767.6,0.0,Low Priority,3.59,Low,Standard customer engagement
2959-FENLU,767.6999999999999,0.0,Low Priority,3.59,Low,Standard customer engagement
1101-SSWAG,766.5,0.0,Low Priority,3.59,Low,Standard customer engagement
2642-DTVCO,765.4499999999999,0.0,Low Priority,3.58,Low,Standard customer engagement
5863-OOKCL,188.5,0.045,Low Priority,3.58,Low,Standard customer engagement
4933-BSAIP,764.0,0.0,Low Priority,3.57,Low,Standard customer engagement
1399-UBQIU,762.8499999999999,0.0,Low Priority,3.57,Low,Standard customer engagement
0902-RFHOF,763.8000000000001,0.0,Low Priority,3.57,Low,Standard customer engagement
8058-JMEQO,760.0500000000001,0.0,Low Priority,3.56,Low,Standard customer engagement
2300-RQGOI,761.9,0.0,Low Priority,3.56,Low,Standard customer engagement
6754-WKSHP,760.5,0.0,Low Priority,3.56,Low,Standard customer engagement
6537-OTKMY,761.25,0.0,Low Priority,3.56,Low,Standard customer engagement
6994-ORCWG,759.5,0.0,Low Priority,3.55,Low,Standard customer engagement
5168-MSWXT,758.0,0.0,Low Priority,3.55,Low,Standard customer engagement
5160-UXJED,758.2,0.0,Low Priority,3.55,Low,Standard customer engagement
9418-RUKPH,758.1,0.0,Low Priority,3.55,Low,Standard customer engagement
5652-MSDEY,757.5,0.0,Low Priority,3.54,Low,Standard customer engagement
2782-JEEBU,756.0,0.0,Low Priority,3.54,Low,Standard customer engagement
6199-IPCAO,756.9000000000001,0.0,Low Priority,3.54,Low,Standard customer engagement
0325-XBFAC,757.6,0.0,Low Priority,3.54,Low,Standard customer engagement
2929-ERCFZ,753.6,0.0,Low Priority,3.53,Low,Standard customer engagement
9965-YOKZB,754.65,0.0,Low Priority,3.53,Low,Standard customer engagement
3665-JATSN,754.3000000000001,0.0,Low Priority,3.53,Low,Standard customer engagement
5986-WWXDV,754.6500000000001,0.0,Low Priority,3.53,Low,Standard customer engagement
3217-FZDMN,755.6,0.0,Low Priority,3.53,Low,Standard customer engagement
1567-DSCIC,752.0,0.0,Low Priority,3.52,Low,Standard customer engagement
9518-XXBXE,753.0,0.0,Low Priority,3.52,Low,Standard customer engagement
6609-MXJHJ,753.0,0.0,Low Priority,3.52,Low,Standard customer engagement
5204-QZXPU,753.35,0.0,Low Priority,3.52,Low,Standard customer engagement
2085-JVGAD,752.95,0.0,Low Priority,3.52,Low,Standard customer engagement
2805-AUFQN,495.0,0.02,Low Priority,3.52,Low,Standard customer engagement
5177-RVZNU,751.1,0.0,Low Priority,3.51,Low,Standard customer engagement
9494-MRNYX,750.5,0.0,Low Priority,3.51,Low,Standard customer engagement
7945-PRBVF,750.75,0.0,Low Priority,3.51,Low,Standard customer engagement
4980-URKXC,750.6,0.0,Low Priority,3.51,Low,Standard customer engagement
8931-GJJIQ,749.6999999999999,0.0,Low Priority,3.51,Low,Standard customer engagement
8065-YKXKD,747.5,0.0,Low Priority,3.5,Low,Standard customer engagement
8327-WKMIE,745.55,0.0,Low Priority,3.49,Low,Standard customer engagement
4487-ZYJZK,744.8000000000001,0.0,Low Priority,3.48,Low,Standard customer engagement
6347-DCUIK,741.5,0.0,Low Priority,3.47,Low,Standard customer engagement
2907-ILJBN,226.6,0.04,Low Priority,3.46,Low,Standard customer engagement
8614-VGMMV,736.5,0.0,Low Priority,3.45,Low,Standard customer engagement
9236-NDUCW,737.1,0.0,Low Priority,3.45,Low,Standard customer engagement
4145-UQXUQ,736.8,0.0,Low Priority,3.45,Low,Standard customer engagement
1293-HHSHJ,738.5,0.0,Low Priority,3.45,Low,Standard customer engagement
8917-FAEMR,734.45,0.0,Low Priority,3.44,Low,Standard customer engagement
3898-BSJYF,735.5,0.0,Low Priority,3.44,Low,Standard customer engagement
7446-SFAOA,734.45,0.0,Low Priority,3.44,Low,Standard customer engagement
9624-EGDEQ,732.6,0.0,Low Priority,3.43,Low,Standard customer engagement
5995-WWKKG,732.6,0.0,Low Priority,3.43,Low,Standard customer engagement
7190-XHTWJ,733.4,0.0,Low Priority,3.43,Low,Standard customer engagement
9396-ZSFLL,732.75,0.0,Low Priority,3.43,Low,Standard customer engagement
3982-JGSFD,732.6,0.0,Low Priority,3.43,Low,Standard customer engagement
0969-RGKCU,732.6,0.0,Low Priority,3.43,Low,Standard customer engagement
7696-CFTAT,732.6,0.0,Low Priority,3.43,Low,Standard customer engagement
4299-SIMNS,730.35,0.0,Low Priority,3.42,Low,Standard customer engagement
8992-VONJD,728.0,0.0,Low Priority,3.41,Low,Standard customer engagement
2642-MAWLJ,729.0,0.0,Low Priority,3.41,Low,Standard customer engagement
1373-ORVIZ,729.8499999999999,0.0,Low Priority,3.41,Low,Standard customer engagement
7016-BPGEU,727.9000000000001,0.0,Low Priority,3.41,Low,Standard customer engagement
1984-GPTEH,729.3499999999999,0.0,Low Priority,3.41,Low,Standard customer engagement
1907-UBQFC,728.5,0.0,Low Priority,3.41,Low,Standard customer engagement
9046-DQMTP,726.25,0.0,Low Priority,3.4,Low,Standard customer engagement
1704-NRWYE,727.65,0.0,Low Priority,3.4,Low,Standard customer engagement
9509-MPYOD,726.25,0.0,Low Priority,3.4,Low,Standard customer engagement
4750-UKWJK,725.2,0.0,Low Priority,3.39,Low,Standard customer engagement
4654-GGUII,723.6,0.0,Low Priority,3.39,Low,Standard customer engagement
0570-BFQHT,724.9499999999999,0.0,Low Priority,3.39,Low,Standard customer engagement
9945-PSVIP,467.5,0.02,Low Priority,3.39,Low,Standard customer engagement
4813-HQMGZ,722.0,0.0,Low Priority,3.38,Low,Standard customer engagement
5539-HIVAK,719.6,0.0,Low Priority,3.37,Low,Standard customer engagement
9824-QCJPK,720.0,0.0,Low Priority,3.37,Low,Standard customer engagement
8884-FEEWR,721.0,0.0,Low Priority,3.37,Low,Standard customer engagement
0080-EMYVY,720.3000000000001,0.0,Low Priority,3.37,Low,Standard customer engagement
3417-TSCIC,720.6500000000001,0.0,Low Priority,3.37,Low,Standard customer engagement
1699-HPSBG,717.5999999999999,0.0,Low Priority,3.36,Low,Standard customer engagement
0727-IWKVK,719.1,0.0,Low Priority,3.36,Low,Standard customer engagement
5917-HBSDW,715.95,0.0,Low Priority,3.35,Low,Standard customer engagement
0774-IFUVM,716.6500000000001,0.0,Low Priority,3.35,Low,Standard customer engagement
9987-LUTYD,716.9499999999999,0.0,Low Priority,3.35,Low,Standard customer engagement
2688-BHGOG,715.9499999999999,0.0,Low Priority,3.35,Low,Standard customer engagement
0872-NXJYS,715.9499999999999,0.0,Low Priority,3.35,Low,Standard customer engagement
9891-NQDBD,715.4,0.0,Low Priority,3.35,Low,Standard customer engagement
4910-AQFFX,714.15,0.0,Low Priority,3.34,Low,Standard customer engagement
0625-AFOHS,585.8,0.01,Low Priority,3.34,Low,Standard customer engagement
5756-JYOJT,713.9000000000001,0.0,Low Priority,3.34,Low,Standard customer engagement
6652-YFFJO,713.9000000000001,0.0,Low Priority,3.34,Low,Standard customer engagement
4522-AKYLR,712.4,0.0,Low Priority,3.33,Low,Standard customer engagement
8008-HAWED,710.5,0.0,Low Priority,3.32,Low,Standard customer engagement
4803-LBYPN,707.2,0.0,Low Priority,3.31,Low,Standard customer engagement
9206-GVPEQ,707.85,0.0,Low Priority,3.31,Low,Standard customer engagement
7815-PDTHL,707.0,0.0,Low Priority,3.31,Low,Standard customer engagement
2458-EOMRE,704.55,0.0,Low Priority,3.3,Low,Standard customer engagement
8967-SZQAS,706.3000000000001,0.0,Low Priority,3.3,Low,Standard customer engagement
5087-SUURX,702.9,0.0,Low Priority,3.29,Low,Standard customer engagement
8735-IJJEG,702.8000000000001,0.0,Low Priority,3.29,Low,Standard customer engagement
3468-DRVQJ,703.0,0.0,Low Priority,3.29,Low,Standard customer engagement
5976-JCJRH,703.0,0.0,Low Priority,3.29,Low,Standard customer engagement
4962-CHQPW,575.6500000000001,0.01,Low Priority,3.29,Low,Standard customer engagement
9705-ZJBCG,703.9499999999999,0.0,Low Priority,3.29,Low,Standard customer engagement
5845-BZZIB,703.5,0.0,Low Priority,3.29,Low,Standard customer engagement
3486-NPGST,703.8000000000001,0.0,Low Priority,3.29,Low,Standard customer engagement
0722-SVSFK,702.8000000000001,0.0,Low Priority,3.29,Low,Standard customer engagement
5627-TVBPP,703.5,0.0,Low Priority,3.29,Low,Standard customer engagement
6016-LVTJQ,702.0999999999999,0.0,Low Priority,3.28,Low,Standard customer engagement
6479-SZPLM,700.1999999999999,0.0,Low Priority,3.28,Low,Standard customer engagement
6379-RXJRQ,701.0,0.0,Low Priority,3.28,Low,Standard customer engagement
1757-TCATG,701.75,0.0,Low Priority,3.28,Low,Standard customer engagement
9272-LSVYH,701.5,0.0,Low Priority,3.28,Low,Standard customer engagement
3811-VBYBZ,698.6,0.0,Low Priority,3.27,Low,Standard customer engagement
1360-RCYRT,698.0500000000001,0.0,Low Priority,3.27,Low,Standard customer engagement
9717-IOAAF,697.95,0.0,Low Priority,3.27,Low,Standard customer engagement
5917-RYRMG,633.6,0.005,Low Priority,3.26,Low,Standard customer engagement
3985-HOYPM,504.4,0.015,Low Priority,3.26,Low,Standard customer engagement
4884-ZTHVF,696.8,0.0,Low Priority,3.26,Low,Standard customer engagement
2878-DHMIN,696.5,0.0,Low Priority,3.26,Low,Standard customer engagement
4537-CIBHB,182.25,0.04,Low Priority,3.25,Low,Standard customer engagement
0799-DDIHE,694.5,0.0,Low Priority,3.25,Low,Standard customer engagement
9385-EHGDO,694.75,0.0,Low Priority,3.25,Low,Standard customer engagement
0939-EREMR,694.85,0.0,Low Priority,3.25,Low,Standard customer engagement
3077-RSNTJ,118.2,0.045,Low Priority,3.25,Low,Standard customer engagement
9531-NSBMR,693.0,0.0,Low Priority,3.24,Low,Standard customer engagement
5229-PRWKT,692.4,0.0,Low Priority,3.24,Low,Standard customer engagement
1219-NNDDO,691.65,0.0,Low Priority,3.24,Low,Standard customer engagement
3451-VAWLI,689.5,0.0,Low Priority,3.23,Low,Standard customer engagement
7168-HDQHG,691.1999999999999,0.0,Low Priority,3.23,Low,Standard customer engagement
8008-OTEZX,687.75,0.0,Low Priority,3.22,Low,Standard customer engagement
7994-UYIVZ,685.2,0.0,Low Priority,3.21,Low,Standard customer engagement
5928-QLDHB,686.25,0.0,Low Priority,3.21,Low,Standard customer engagement
7601-GNDYK,686.0,0.0,Low Priority,3.21,Low,Standard customer engagement
3106-ULWFW,681.6,0.0,Low Priority,3.19,Low,Standard customer engagement
1133-KXCGE,361.8,0.025,Low Priority,3.19,Low,Standard customer engagement
1200-TUZHR,681.6,0.0,Low Priority,3.19,Low,Standard customer engagement
1262-OPMFY,681.75,0.0,Low Priority,3.19,Low,Standard customer engagement
6551-VLJMV,681.7,0.0,Low Priority,3.19,Low,Standard customer engagement
8837-VVWLQ,679.6,0.0,Low Priority,3.18,Low,Standard customer engagement
3987-KQDDU,680.4,0.0,Low Priority,3.18,Low,Standard customer engagement
5995-OIGLP,679.8,0.0,Low Priority,3.18,Low,Standard customer engagement
6563-VRERX,679.8000000000001,0.0,Low Priority,3.18,Low,Standard customer engagement
7020-OZKXZ,679.5,0.0,Low Priority,3.18,Low,Standard customer engagement
8382-SHQEH,679.2,0.0,Low Priority,3.18,Low,Standard customer engagement
5639-NTUPK,677.3000000000001,0.0,Low Priority,3.17,Low,Standard customer engagement
0196-JTUQI,676.8000000000001,0.0,Low Priority,3.17,Low,Standard customer engagement
9367-WXLCH,676.0,0.0,Low Priority,3.16,Low,Standard customer engagement
6765-MBQNU,676.0,0.0,Low Priority,3.16,Low,Standard customer engagement
4060-LDNLU,673.4,0.0,Low Priority,3.15,Low,Standard customer engagement
9631-RXVJM,673.75,0.0,Low Priority,3.15,Low,Standard customer engagement
9314-QDMDW,673.75,0.0,Low Priority,3.15,Low,Standard customer engagement
5186-PEIZU,673.75,0.0,Low Priority,3.15,Low,Standard customer engagement
4282-YMKNA,672.75,0.0,Low Priority,3.15,Low,Standard customer engagement
6016-NXBNJ,670.25,0.0,Low Priority,3.14,Low,Standard customer engagement
8859-DZTGQ,671.5500000000001,0.0,Low Priority,3.14,Low,Standard customer engagement
0709-TVGUR,670.9499999999999,0.0,Low Priority,3.14,Low,Standard customer engagement
1518-VOWAV,671.85,0.0,Low Priority,3.14,Low,Standard customer engagement
5383-MMTWC,672.0,0.0,Low Priority,3.14,Low,Standard customer engagement
4116-TZAQJ,668.25,0.0,Low Priority,3.13,Low,Standard customer engagement
2809-ILCYT,670.0,0.0,Low Priority,3.13,Low,Standard customer engagement
3643-AHCFP,669.1999999999999,0.0,Low Priority,3.13,Low,Standard customer engagement
5949-XIKAE,668.4,0.0,Low Priority,3.13,Low,Standard customer engagement
3374-PZLXD,669.8,0.0,Low Priority,3.13,Low,Standard customer engagement
1353-LJWEM,669.9,0.0,Low Priority,3.13,Low,Standard customer engagement
3280-NMUVX,666.4000000000001,0.0,Low Priority,3.12,Low,Standard customer engagement
8357-EQXFO,667.4499999999999,0.0,Low Priority,3.12,Low,Standard customer engagement
0827-ITJPH,667.8000000000001,0.0,Low Priority,3.12,Low,Standard customer engagement
6860-YRJZP,666.4499999999999,0.0,Low Priority,3.12,Low,Standard customer engagement
3472-OAOOR,664.0500000000001,0.0,Low Priority,3.11,Low,Standard customer engagement
6339-YPSAH,664.1999999999999,0.0,Low Priority,3.11,Low,Standard customer engagement
3874-EQOEP,665.0,0.0,Low Priority,3.11,Low,Standard customer engagement
6147-CBCRA,661.65,0.0,Low Priority,3.1,Low,Standard customer engagement
1403-LKLIK,663.3000000000001,0.0,Low Priority,3.1,Low,Standard customer engagement
7446-YPODE,662.75,0.0,Low Priority,3.1,Low,Standard customer engagement
1934-MKPXS,663.3000000000001,0.0,Low Priority,3.1,Low,Standard customer engagement
5505-OVWQW,342.54999999999995,0.025,Low Priority,3.1,Low,Standard customer engagement
6502-HCJTI,662.9,0.0,Low Priority,3.1,Low,Standard customer engagement
3769-MHZNV,663.3000000000001,0.0,Low Priority,3.1,Low,Standard customer engagement
2645-QTLMB,659.75,0.0,Low Priority,3.09,Low,Standard customer engagement
5918-VUKWP,657.6,0.0,Low Priority,3.08,Low,Standard customer engagement
3992-YWPKO,659.4000000000001,0.0,Low Priority,3.08,Low,Standard customer engagement
0260-ZDLGK,656.1,0.0,Low Priority,3.07,Low,Standard customer engagement
5701-ZIKJE,657.15,0.0,Low Priority,3.07,Low,Standard customer engagement
1357-MVDOZ,656.15,0.0,Low Priority,3.07,Low,Standard customer engagement
7321-KKSDU,656.0,0.0,Low Priority,3.07,Low,Standard customer engagement
4626-GYCZP,656.9499999999999,0.0,Low Priority,3.07,Low,Standard customer engagement
2729-VNVAP,653.4,0.0,Low Priority,3.06,Low,Standard customer engagement
5480-XTFFL,651.0,0.0,Low Priority,3.05,Low,Standard customer engagement
8512-WIWYV,651.2,0.0,Low Priority,3.05,Low,Standard customer engagement
1803-BGNBD,651.5999999999999,0.0,Low Priority,3.05,Low,Standard customer engagement
4976-LNFVV,651.6999999999999,0.0,Low Priority,3.05,Low,Standard customer engagement
6447-EGDIV,649.4499999999999,0.0,Low Priority,3.04,Low,Standard customer engagement
8648-PFRMP,648.9,0.0,Low Priority,3.04,Low,Standard customer engagement
9763-GRSKD,649.35,0.0,Low Priority,3.04,Low,Standard customer engagement
1202-KKGFU,650.4000000000001,0.0,Low Priority,3.04,Low,Standard customer engagement
8808-ELEHO,650.0,0.0,Low Priority,3.04,Low,Standard customer engagement
0601-WZHJF,648.9,0.0,Low Priority,3.04,Low,Standard customer engagement
8457-XIGKN,392.0,0.02,Low Priority,3.03,Low,Standard customer engagement
8174-LNWMW,647.9,0.0,Low Priority,3.03,Low,Standard customer engagement
9108-EQPNQ,261.0,0.03,Low Priority,3.02,Low,Standard customer engagement
2320-TZRRH,390.0,0.02,Low Priority,3.02,Low,Standard customer engagement
2397-BRLOM,643.6,0.0,Low Priority,3.01,Low,Standard customer engagement
3863-IUBJR,643.8,0.0,Low Priority,3.01,Low,Standard customer engagement
2650-GYRYL,641.85,0.0,Low Priority,3.0,Low,Standard customer engagement
0301-KOBTQ,641.6,0.0,Low Priority,3.0,Low,Standard customer engagement
4277-PVRAN,640.8,0.0,Low Priority,3.0,Low,Standard customer engagement
1488-SYSFC,640.15,0.0,Low Priority,2.99,Low,Standard customer engagement
6496-JDSSB,640.0,0.0,Low Priority,2.99,Low,Standard customer engagement
3627-FCRDW,639.0,0.0,Low Priority,2.99,Low,Standard customer engagement
0071-NDAFP,637.5,0.0,Low Priority,2.98,Low,Standard customer engagement
3043-SUDUA,636.8,0.0,Low Priority,2.98,Low,Standard customer engagement
3373-DIUUN,637.5,0.0,Low Priority,2.98,Low,Standard customer engagement
8815-LMFLX,635.0,0.0,Low Priority,2.97,Low,Standard customer engagement
5124-EOGYE,633.9499999999999,0.0,Low Priority,2.97,Low,Standard customer engagement
5469-NUJUR,379.05,0.02,Low Priority,2.97,Low,Standard customer engagement
8270-RKSAP,634.5,0.0,Low Priority,2.97,Low,Standard customer engagement
6265-FRMTQ,632.4,0.0,Low Priority,2.96,Low,Standard customer engagement
6133-OZILE,633.6,0.0,Low Priority,2.96,Low,Standard customer engagement
0203-HHYIJ,632.5,0.0,Low Priority,2.96,Low,Standard customer engagement
5871-DGTXZ,633.6,0.0,Low Priority,2.96,Low,Standard customer engagement
1579-KLYDT,633.15,0.0,Low Priority,2.96,Low,Standard customer engagement
2277-AXSDC,632.0,0.0,Low Priority,2.96,Low,Standard customer engagement
3530-VWVGU,437.8,0.015,Low Priority,2.95,Low,Standard customer engagement
6240-EURKS,630.0,0.0,Low Priority,2.95,Low,Standard customer engagement
1304-BCCFO,630.4499999999999,0.0,Low Priority,2.95,Low,Standard customer engagement
5895-QSXOD,630.4499999999999,0.0,Low Priority,2.95,Low,Standard customer engagement
6527-PZFPV,499.2000000000001,0.01,Low Priority,2.94,Low,Standard customer engagement
6838-HVLXG,243.6,0.03,Low Priority,2.94,Low,Standard customer engagement
9134-CEQMF,626.5,0.0,Low Priority,2.93,Low,Standard customer engagement
7479-NITWS,625.4499999999999,0.0,Low Priority,2.93,Low,Standard customer engagement
2599-CZABP,624.4,0.0,Low Priority,2.92,Low,Standard customer engagement
0786-VSSUD,624.0,0.0,Low Priority,2.92,Low,Standard customer engagement
7328-OWMOM,623.1,0.0,Low Priority,2.92,Low,Standard customer engagement
0187-QSXOE,623.0,0.0,Low Priority,2.91,Low,Standard customer engagement
6537-QLGEX,622.4,0.0,Low Priority,2.91,Low,Standard customer engagement
7143-BQIBA,622.5,0.0,Low Priority,2.91,Low,Standard customer engagement
7305-ZWMAJ,621.0,0.0,Low Priority,2.91,Low,Standard customer engagement
8990-ZXLSU,621.4499999999999,0.0,Low Priority,2.91,Low,Standard customer engagement
9643-YBLUR,621.4499999999999,0.0,Low Priority,2.91,Low,Standard customer engagement
6878-GGDWG,620.8,0.0,Low Priority,2.9,Low,Standard customer engagement
6439-LAJXL,620.5500000000001,0.0,Low Priority,2.9,Low,Standard customer engagement
5914-GXMDA,617.6,0.0,Low Priority,2.89,Low,Standard customer engagement
8515-OCTJS,618.75,0.0,Low Priority,2.89,Low,Standard customer engagement
8873-TMKGR,553.9000000000001,0.005,Low Priority,2.89,Low,Standard customer engagement
6625-UTXEW,615.0,0.0,Low Priority,2.88,Low,Standard customer engagement
5311-IHLEI,611.4000000000001,0.0,Low Priority,2.86,Low,Standard customer engagement
4680-KUTAJ,611.6,0.0,Low Priority,2.86,Low,Standard customer engagement
4526-RMTLL,609.2,0.0,Low Priority,2.85,Low,Standard customer engagement
7766-CLTIC,609.5,0.0,Low Priority,2.85,Low,Standard customer engagement
1049-FYSYG,606.05,0.0,Low Priority,2.84,Low,Standard customer engagement
2484-DGXPZ,606.0500000000001,0.0,Low Priority,2.84,Low,Standard customer engagement
9451-LPGOO,607.6,0.0,Low Priority,2.84,Low,Standard customer engagement
3847-BAERP,209.0,0.0311,Low Priority,2.84,Low,Standard customer engagement
4635-EJYPD,606.4,0.0,Low Priority,2.84,Low,Standard customer engagement
8584-KMVXD,604.8,0.0,Low Priority,2.83,Low,Standard customer engagement
1925-TIBLE,605.5,0.0,Low Priority,2.83,Low,Standard customer engagement
6859-RKMZJ,605.55,0.0,Low Priority,2.83,Low,Standard customer engagement
4712-AUQZO,604.8000000000001,0.0,Low Priority,2.83,Low,Standard customer engagement
8049-WJCLQ,602.0,0.0,Low Priority,2.82,Low,Standard customer engagement
4285-GYRQC,603.75,0.0,Low Priority,2.82,Low,Standard customer engagement
8182-PNAGI,603.0,0.0,Low Priority,2.82,Low,Standard customer engagement
2011-TRQYE,603.0,0.0,Low Priority,2.82,Low,Standard customer engagement
1535-VTJOQ,603.5999999999999,0.0,Low Priority,2.82,Low,Standard customer engagement
1877-HKBQX,600.6,0.0,Low Priority,2.81,Low,Standard customer engagement
1089-HDMKP,600.05,0.0,Low Priority,2.81,Low,Standard customer engagement
9552-TGUZV,600.0,0.0,Low Priority,2.81,Low,Standard customer engagement
7993-PYKOF,600.0,0.0,Low Priority,2.81,Low,Standard customer engagement
3440-JPSCL,599.7,0.0,Low Priority,2.81,Low,Standard customer engagement
8681-ICONS,598.8499999999999,0.0,Low Priority,2.8,Low,Standard customer engagement
9928-BZVLZ,598.2,0.0,Low Priority,2.8,Low,Standard customer engagement
