customer_id,ltv,ltv_segment,churn_risk,customer_segment
6379-RXJRQ,701.0,Low Value,Low Risk,Low Priority
1757-TCATG,701.75,Low Value,Low Risk,Low Priority
9272-LSVYH,701.5,Low Value,Low Risk,Low Priority
3811-VBYBZ,698.6,Low Value,Low Risk,Low Priority
1360-RCYRT,698.0500000000001,Low Value,Low Risk,Low Priority
9717-IOAAF,697.95,Low Value,Low Risk,Low Priority
5917-RYRMG,633.6,Low Value,Low Risk,Low Priority
3985-HOYPM,504.4,Low Value,Low Risk,Low Priority
4884-ZTHVF,696.8,Low Value,Low Risk,Low Priority
2878-DHMIN,696.5,Low Value,Low Risk,Low Priority
4537-CIBHB,182.25,Low Value,Low Risk,Low Priority
0799-DDIHE,694.5,Low Value,Low Risk,Low Priority
9385-EHGDO,694.75,Low Value,Low Risk,Low Priority
0939-EREMR,694.85,Low Value,Low Risk,Low Priority
3077-RSNTJ,118.2,Low Value,Low Risk,Low Priority
9531-NSBMR,693.0,Low Value,Low Risk,Low Priority
5229-PRWKT,692.4,Low Value,Low Risk,Low Priority
1219-NNDDO,691.65,Low Value,Low Risk,Low Priority
3451-VAWLI,689.5,Low Value,Low Risk,Low Priority
7168-HDQHG,691.1999999999999,Low Value,Low Risk,Low Priority
8008-OTEZX,687.75,Low Value,Low Risk,Low Priority
7994-UYIVZ,685.2,Low Value,Low Risk,Low Priority
5928-QLDHB,686.25,Low Value,Low Risk,Low Priority
7601-GNDYK,686.0,Low Value,Low Risk,Low Priority
3106-ULWFW,681.6,Low Value,Low Risk,Low Priority
1133-KXCGE,361.8,Low Value,Low Risk,Low Priority
1200-TUZHR,681.6,Low Value,Low Risk,Low Priority
1262-OPMFY,681.75,Low Value,Low Risk,Low Priority
6551-VLJMV,681.7,Low Value,Low Risk,Low Priority
8837-VVWLQ,679.6,Low Value,Low Risk,Low Priority
3987-KQDDU,680.4,Low Value,Low Risk,Low Priority
5995-OIGLP,679.8,Low Value,Low Risk,Low Priority
6563-VRERX,679.8000000000001,Low Value,Low Risk,Low Priority
7020-OZKXZ,679.5,Low Value,Low Risk,Low Priority
8382-SHQEH,679.2,Low Value,Low Risk,Low Priority
5639-NTUPK,677.3000000000001,Low Value,Low Risk,Low Priority
0196-JTUQI,676.8000000000001,Low Value,Low Risk,Low Priority
9367-WXLCH,676.0,Low Value,Low Risk,Low Priority
6765-MBQNU,676.0,Low Value,Low Risk,Low Priority
4060-LDNLU,673.4,Low Value,Low Risk,Low Priority
9631-RXVJM,673.75,Low Value,Low Risk,Low Priority
9314-QDMDW,673.75,Low Value,Low Risk,Low Priority
5186-PEIZU,673.75,Low Value,Low Risk,Low Priority
4282-YMKNA,672.75,Low Value,Low Risk,Low Priority
6016-NXBNJ,670.25,Low Value,Low Risk,Low Priority
8859-DZTGQ,671.5500000000001,Low Value,Low Risk,Low Priority
0709-TVGUR,670.9499999999999,Low Value,Low Risk,Low Priority
1518-VOWAV,671.85,Low Value,Low Risk,Low Priority
5383-MMTWC,672.0,Low Value,Low Risk,Low Priority
4116-TZAQJ,668.25,Low Value,Low Risk,Low Priority
2809-ILCYT,670.0,Low Value,Low Risk,Low Priority
3643-AHCFP,669.1999999999999,Low Value,Low Risk,Low Priority
5949-XIKAE,668.4,Low Value,Low Risk,Low Priority
3374-PZLXD,669.8,Low Value,Low Risk,Low Priority
1353-LJWEM,669.9,Low Value,Low Risk,Low Priority
3280-NMUVX,666.4000000000001,Low Value,Low Risk,Low Priority
8357-EQXFO,667.4499999999999,Low Value,Low Risk,Low Priority
0827-ITJPH,667.8000000000001,Low Value,Low Risk,Low Priority
6860-YRJZP,666.4499999999999,Low Value,Low Risk,Low Priority
3472-OAOOR,664.0500000000001,Low Value,Low Risk,Low Priority
6339-YPSAH,664.1999999999999,Low Value,Low Risk,Low Priority
3874-EQOEP,665.0,Low Value,Low Risk,Low Priority
6147-CBCRA,661.65,Low Value,Low Risk,Low Priority
1403-LKLIK,663.3000000000001,Low Value,Low Risk,Low Priority
7446-YPODE,662.75,Low Value,Low Risk,Low Priority
1934-MKPXS,663.3000000000001,Low Value,Low Risk,Low Priority
5505-OVWQW,342.54999999999995,Low Value,Low Risk,Low Priority
6502-HCJTI,662.9,Low Value,Low Risk,Low Priority
3769-MHZNV,663.3000000000001,Low Value,Low Risk,Low Priority
2645-QTLMB,659.75,Low Value,Low Risk,Low Priority
5918-VUKWP,657.6,Low Value,Low Risk,Low Priority
3992-YWPKO,659.4000000000001,Low Value,Low Risk,Low Priority
0260-ZDLGK,656.1,Low Value,Low Risk,Low Priority
5701-ZIKJE,657.15,Low Value,Low Risk,Low Priority
1357-MVDOZ,656.15,Low Value,Low Risk,Low Priority
7321-KKSDU,656.0,Low Value,Low Risk,Low Priority
4626-GYCZP,656.9499999999999,Low Value,Low Risk,Low Priority
2729-VNVAP,653.4,Low Value,Low Risk,Low Priority
5480-XTFFL,651.0,Low Value,Low Risk,Low Priority
8512-WIWYV,651.2,Low Value,Low Risk,Low Priority
1803-BGNBD,651.5999999999999,Low Value,Low Risk,Low Priority
4976-LNFVV,651.6999999999999,Low Value,Low Risk,Low Priority
6447-EGDIV,649.4499999999999,Low Value,Low Risk,Low Priority
8648-PFRMP,648.9,Low Value,Low Risk,Low Priority
9763-GRSKD,649.35,Low Value,Low Risk,Low Priority
1202-KKGFU,650.4000000000001,Low Value,Low Risk,Low Priority
8808-ELEHO,650.0,Low Value,Low Risk,Low Priority
0601-WZHJF,648.9,Low Value,Low Risk,Low Priority
8457-XIGKN,392.0,Low Value,Low Risk,Low Priority
8174-LNWMW,647.9,Low Value,Low Risk,Low Priority
9108-EQPNQ,261.0,Low Value,Low Risk,Low Priority
2320-TZRRH,390.0,Low Value,Low Risk,Low Priority
2397-BRLOM,643.6,Low Value,Low Risk,Low Priority
3863-IUBJR,643.8,Low Value,Low Risk,Low Priority
2650-GYRYL,641.85,Low Value,Low Risk,Low Priority
0301-KOBTQ,641.6,Low Value,Low Risk,Low Priority
4277-PVRAN,640.8,Low Value,Low Risk,Low Priority
1488-SYSFC,640.15,Low Value,Low Risk,Low Priority
6496-JDSSB,640.0,Low Value,Low Risk,Low Priority
3627-FCRDW,639.0,Low Value,Low Risk,Low Priority
0071-NDAFP,637.5,Low Value,Low Risk,Low Priority
3043-SUDUA,636.8,Low Value,Low Risk,Low Priority
3373-DIUUN,637.5,Low Value,Low Risk,Low Priority
8815-LMFLX,635.0,Low Value,Low Risk,Low Priority
5124-EOGYE,633.9499999999999,Low Value,Low Risk,Low Priority
5469-NUJUR,379.05,Low Value,Low Risk,Low Priority
8270-RKSAP,634.5,Low Value,Low Risk,Low Priority
6265-FRMTQ,632.4,Low Value,Low Risk,Low Priority
6133-OZILE,633.6,Low Value,Low Risk,Low Priority
0203-HHYIJ,632.5,Low Value,Low Risk,Low Priority
5871-DGTXZ,633.6,Low Value,Low Risk,Low Priority
1579-KLYDT,633.15,Low Value,Low Risk,Low Priority
2277-AXSDC,632.0,Low Value,Low Risk,Low Priority
3530-VWVGU,437.8,Low Value,Low Risk,Low Priority
6240-EURKS,630.0,Low Value,Low Risk,Low Priority
1304-BCCFO,630.4499999999999,Low Value,Low Risk,Low Priority
5895-QSXOD,630.4499999999999,Low Value,Low Risk,Low Priority
6527-PZFPV,499.2000000000001,Low Value,Low Risk,Low Priority
6838-HVLXG,243.6,Low Value,Low Risk,Low Priority
9134-CEQMF,626.5,Low Value,Low Risk,Low Priority
7479-NITWS,625.4499999999999,Low Value,Low Risk,Low Priority
2599-CZABP,624.4,Low Value,Low Risk,Low Priority
0786-VSSUD,624.0,Low Value,Low Risk,Low Priority
7328-OWMOM,623.1,Low Value,Low Risk,Low Priority
0187-QSXOE,623.0,Low Value,Low Risk,Low Priority
6537-QLGEX,622.4,Low Value,Low Risk,Low Priority
7143-BQIBA,622.5,Low Value,Low Risk,Low Priority
7305-ZWMAJ,621.0,Low Value,Low Risk,Low Priority
8990-ZXLSU,621.4499999999999,Low Value,Low Risk,Low Priority
9643-YBLUR,621.4499999999999,Low Value,Low Risk,Low Priority
6878-GGDWG,620.8,Low Value,Low Risk,Low Priority
6439-LAJXL,620.5500000000001,Low Value,Low Risk,Low Priority
5914-GXMDA,617.6,Low Value,Low Risk,Low Priority
8515-OCTJS,618.75,Low Value,Low Risk,Low Priority
8873-TMKGR,553.9000000000001,Low Value,Low Risk,Low Priority
6625-UTXEW,615.0,Low Value,Low Risk,Low Priority
5311-IHLEI,611.4000000000001,Low Value,Low Risk,Low Priority
4680-KUTAJ,611.6,Low Value,Low Risk,Low Priority
4526-RMTLL,609.2,Low Value,Low Risk,Low Priority
7766-CLTIC,609.5,Low Value,Low Risk,Low Priority
1049-FYSYG,606.05,Low Value,Low Risk,Low Priority
2484-DGXPZ,606.0500000000001,Low Value,Low Risk,Low Priority
9451-LPGOO,607.6,Low Value,Low Risk,Low Priority
3847-BAERP,209.0,Low Value,Low Risk,Low Priority
4635-EJYPD,606.4,Low Value,Low Risk,Low Priority
8584-KMVXD,604.8,Low Value,Low Risk,Low Priority
1925-TIBLE,605.5,Low Value,Low Risk,Low Priority
6859-RKMZJ,605.55,Low Value,Low Risk,Low Priority
4712-AUQZO,604.8000000000001,Low Value,Low Risk,Low Priority
8049-WJCLQ,602.0,Low Value,Low Risk,Low Priority
4285-GYRQC,603.75,Low Value,Low Risk,Low Priority
8182-PNAGI,603.0,Low Value,Low Risk,Low Priority
2011-TRQYE,603.0,Low Value,Low Risk,Low Priority
1535-VTJOQ,603.5999999999999,Low Value,Low Risk,Low Priority
1877-HKBQX,600.6,Low Value,Low Risk,Low Priority
1089-HDMKP,600.05,Low Value,Low Risk,Low Priority
9552-TGUZV,600.0,Low Value,Low Risk,Low Priority
7993-PYKOF,600.0,Low Value,Low Risk,Low Priority
3440-JPSCL,599.7,Low Value,Low Risk,Low Priority
8681-ICONS,598.8499999999999,Low Value,Low Risk,Low Priority
9928-BZVLZ,598.2,Low Value,Low Risk,Low Priority
7176-WIONM,598.2,Low Value,Low Risk,Low Priority
5424-RLQLC,596.5,Low Value,Low Risk,Low Priority
3834-XUIFC,596.4,Low Value,Low Risk,Low Priority
3488-PGMQJ,596.0,Low Value,Low Risk,Low Priority
5174-RNGBH,596.25,Low Value,Low Risk,Low Priority
3235-ETOOB,596.0,Low Value,Low Risk,Low Priority
5405-ZMYXQ,596.8,Low Value,Low Risk,Low Priority
0219-QAERP,594.0,Low Value,Low Risk,Low Priority
2205-YMZZJ,593.6,Low Value,Low Risk,Low Priority
6789-HJBWG,592.8,Low Value,Low Risk,Low Priority
4480-QQRHC,592.4,Low Value,Low Risk,Low Priority
2450-ZKEED,591.8,Low Value,Low Risk,Low Priority
3896-ZVNET,592.8,Low Value,Low Risk,Low Priority
9530-EHPOH,591.25,Low Value,Low Risk,Low Priority
8972-HJWNV,591.85,Low Value,Low Risk,Low Priority
2817-NTQDO,592.15,Low Value,Low Risk,Low Priority
0002-ORFBO,590.4,Low Value,Low Risk,Low Priority
2123-AGEEN,590.4499999999999,Low Value,Low Risk,Low Priority
1270-XKUCC,591.0,Low Value,Low Risk,Low Priority
2446-BEGGB,589.5,Low Value,Low Risk,Low Priority
8205-MQUGY,590.4000000000001,Low Value,Low Risk,Low Priority
8573-JGCZW,334.04999999999995,Low Value,Low Risk,Low Priority
2506-CLAKW,588.9000000000001,Low Value,Low Risk,Low Priority
7026-YMSBE,591.0,Low Value,Low Risk,Low Priority
1577-HKTFG,589.5,Low Value,Low Risk,Low Priority
5789-LDFXO,590.4000000000001,Low Value,Low Risk,Low Priority
1872-EBWSC,590.1500000000001,Low Value,Low Risk,Low Priority
1982-FEBTD,588.8000000000001,Low Value,Low Risk,Low Priority
8791-GFXLZ,588.5999999999999,Low Value,Low Risk,Low Priority
4765-OXPPD,585.0,Low Value,Low Risk,Low Priority
1952-DVVSW,201.0,Low Value,Low Risk,Low Priority
3307-TLCUD,584.8,Low Value,Low Risk,Low Priority
1038-RQOST,391.4,Low Value,Low Risk,Low Priority
4283-IVYCI,584.5500000000001,Low Value,Low Risk,Low Priority
0839-QNXME,582.0,Low Value,Low Risk,Low Priority
3640-JQGJG,582.4,Low Value,Low Risk,Low Priority
3460-TJBWI,580.8,Low Value,Low Risk,Low Priority
3635-JBPSG,582.0,Low Value,Low Risk,Low Priority
9178-JHUVJ,578.4000000000001,Low Value,Low Risk,Low Priority
4641-FROLU,579.0,Low Value,Low Risk,Low Priority
4716-MRVEN,580.0,Low Value,Low Risk,Low Priority
2808-CHTDM,577.3000000000001,Low Value,Low Risk,Low Priority
4950-HKQTE,577.5,Low Value,Low Risk,Low Priority
0536-BGFMZ,574.0,Low Value,Low Risk,Low Priority
3319-DWOEP,574.5,Low Value,Low Risk,Low Priority
1498-DQNRX,575.6500000000001,Low Value,Low Risk,Low Priority
6823-SIDFQ,511.0,Low Value,Low Risk,Low Priority
2829-HYVZP,574.2,Low Value,Low Risk,Low Priority
8082-GHXOP,572.0,Low Value,Low Risk,Low Priority
9648-BCHKM,443.7,Low Value,Low Risk,Low Priority
4774-HHGGS,571.5,Low Value,Low Risk,Low Priority
6510-UPNKS,570.4,Low Value,Low Risk,Low Priority
4646-QZXTF,568.75,Low Value,Low Risk,Low Priority
8735-NBLWT,183.6,Low Value,Low Risk,Low Priority
5445-UTODQ,567.6999999999999,Low Value,Low Risk,Low Priority
4080-OGPJL,569.2,Low Value,Low Risk,Low Priority
3638-DIMPH,569.4,Low Value,Low Risk,Low Priority
3845-JHAMY,568.0,Low Value,Low Risk,Low Priority
9950-MTGYX,568.4,Low Value,Low Risk,Low Priority
0463-ZSDNT,567.5,Low Value,Low Risk,Low Priority
6101-IMRMM,567.0,Low Value,Low Risk,Low Priority
7632-YUTXB,501.25,Low Value,Low Risk,Low Priority
4203-QGNZA,567.0,Low Value,Low Risk,Low Priority
7967-HYCDE,565.6,Low Value,Low Risk,Low Priority
8595-SIZNC,563.2,Low Value,Low Risk,Low Priority
0947-IDHRQ,562.1,Low Value,Low Risk,Low Priority
1596-OQSPS,562.1,Low Value,Low Risk,Low Priority
1627-AFWVJ,562.5999999999999,Low Value,Low Risk,Low Priority
9025-AOMKI,561.3,Low Value,Low Risk,Low Priority
9540-JYROE,560.8,Low Value,Low Risk,Low Priority
9496-IVVRP,561.0,Low Value,Low Risk,Low Priority
0269-XFESX,560.0500000000001,Low Value,Low Risk,Low Priority
9796-BPKIW,559.6,Low Value,Low Risk,Low Priority
2819-GWENI,557.1999999999999,Low Value,Low Risk,Low Priority
8128-YVJRG,557.5500000000001,Low Value,Low Risk,Low Priority
6437-UKHMV,557.9,Low Value,Low Risk,Low Priority
3999-QGRJH,557.6,Low Value,Low Risk,Low Priority
9392-XBGTD,556.2,Low Value,Low Risk,Low Priority
6518-KZXCB,555.5,Low Value,Low Risk,Low Priority
4883-KCPZJ,555.5,Low Value,Low Risk,Low Priority
4324-BZCKL,555.5,Low Value,Low Risk,Low Priority
8108-UXRQN,556.05,Low Value,Low Risk,Low Priority
9796-MVYXX,555.8000000000001,Low Value,Low Risk,Low Priority
2026-TGDHM,555.1,Low Value,Low Risk,Low Priority
7638-QVMVY,553.0,Low Value,Low Risk,Low Priority
3566-VVORZ,550.8,Low Value,Low Risk,Low Priority
2346-CZYIL,549.45,Low Value,Low Risk,Low Priority
3389-KTRXV,548.5500000000001,Low Value,Low Risk,Low Priority
4059-IIEBK,549.85,Low Value,Low Risk,Low Priority
2272-UOINI,549.5,Low Value,Low Risk,Low Priority
1218-VKFPE,228.0,Low Value,Low Risk,Low Priority
8735-DCXNF,549.5,Low Value,Low Risk,Low Priority
7596-IIWYC,546.75,Low Value,Low Risk,Low Priority
9092-GDZKO,546.7,Low Value,Low Risk,Low Priority
6506-EYCNH,547.4,Low Value,Low Risk,Low Priority
5214-CHIWJ,548.1,Low Value,Low Risk,Low Priority
2672-HUYVI,546.5999999999999,Low Value,Low Risk,Low Priority
2472-OVKUP,546.0,Low Value,Low Risk,Low Priority
2957-LOLHO,544.8,Low Value,Low Risk,Low Priority
7966-YOTQW,545.0,Low Value,Low Risk,Low Priority
5392-AKEMH,540.5999999999999,Low Value,Low Risk,Low Priority
8780-IXSTS,540.5999999999999,Low Value,Low Risk,Low Priority
7337-CINUD,156.0,Low Value,Low Risk,Low Priority
5849-ASHZJ,541.35,Low Value,Low Risk,Low Priority
1600-DILPE,540.0,Low Value,Low Risk,Low Priority
9548-LERKT,474.0,Low Value,Low Risk,Low Priority
3462-BJQQA,538.5,Low Value,Low Risk,Low Priority
0003-MKNFE,539.1,Low Value,Low Risk,Low Priority
9534-NSXEM,536.9,Low Value,Low Risk,Low Priority
0345-HKJVM,535.8,Low Value,Low Risk,Low Priority
9030-QGZNL,166.8,Low Value,Low Risk,Low Priority
8035-PWSEV,535.5,Low Value,Low Risk,Low Priority
4609-KNNWG,537.3,Low Value,Low Risk,Low Priority
2990-HWIML,537.0,Low Value,Low Risk,Low Priority
4847-TAJYI,536.0999999999999,Low Value,Low Risk,Low Priority
5171-EPLKN,535.95,Low Value,Low Risk,Low Priority
5778-BVOFB,535.5,Low Value,Low Risk,Low Priority
1907-YLNYW,533.6,Low Value,Low Risk,Low Priority
0164-XAIRP,469.2000000000001,Low Value,Low Risk,Low Priority
3945-GFWQL,534.5999999999999,Low Value,Low Risk,Low Priority
2595-KIWPV,531.9,Low Value,Low Risk,Low Priority
4359-INNWN,340.85,Low Value,Low Risk,Low Priority
3721-WKIIL,529.2,Low Value,Low Risk,Low Priority
2373-NTKOD,530.0,Low Value,Low Risk,Low Priority
4431-EDMIQ,529.9,Low Value,Low Risk,Low Priority
0840-DFEZH,527.4499999999999,Low Value,Low Risk,Low Priority
7797-EJMDP,528.4,Low Value,Low Risk,Low Priority
0142-GVYSN,527.8000000000001,Low Value,Low Risk,Low Priority
7321-ZNSLA,527.15,Low Value,Low Risk,Low Priority
7552-KEYGT,527.85,Low Value,Low Risk,Low Priority
2604-XVDAM,525.5999999999999,Low Value,Low Risk,Low Priority
8325-QRPZR,526.0500000000001,Low Value,Low Risk,Low Priority
6734-GMPVK,526.5,Low Value,Low Risk,Low Priority
5154-VEKBL,526.5,Low Value,Low Risk,Low Priority
9191-MYQKX,526.0500000000001,Low Value,Low Risk,Low Priority
5260-UMPWX,526.5,Low Value,Low Risk,Low Priority
7956-XQWGU,523.8,Low Value,Low Risk,Low Priority
3452-FLHYD,523.75,Low Value,Low Risk,Low Priority
0098-BOWSO,523.8,Low Value,Low Risk,Low Priority
6711-FLDFB,524.3000000000001,Low Value,Low Risk,Low Priority
1271-SJBGZ,523.8,Low Value,Low Risk,Low Priority
8792-AOROI,524.0,Low Value,Low Risk,Low Priority
5568-DMXZS,523.6,Low Value,Low Risk,Low Priority
6100-FJZDG,521.3000000000001,Low Value,Low Risk,Low Priority
0927-LCSMG,522.5500000000001,Low Value,Low Risk,Low Priority
4013-UBXWQ,522.5500000000001,Low Value,Low Risk,Low Priority
2369-UAPKZ,520.5,Low Value,Low Risk,Low Priority
4343-EJVQB,520.4499999999999,Low Value,Low Risk,Low Priority
3486-KHMLI,518.6999999999999,Low Value,Low Risk,Low Priority
3458-IDMFK,518.75,Low Value,Low Risk,Low Priority
1760-CAZHT,520.0,Low Value,Low Risk,Low Priority
3070-DVEYC,516.25,Low Value,Low Risk,Low Priority
9046-JBFWA,517.05,Low Value,Low Risk,Low Priority
0122-OAHPZ,516.9499999999999,Low Value,Low Risk,Low Priority
2709-UQGNP,516.5,Low Value,Low Risk,Low Priority
7996-BPXHY,325.0,Low Value,Low Risk,Low Priority
1998-VHJHK,517.05,Low Value,Low Risk,Low Priority
7407-SUJIZ,515.0,Low Value,Low Risk,Low Priority
4795-UXVCJ,514.8000000000001,Low Value,Low Risk,Low Priority
1196-AMORA,515.1999999999999,Low Value,Low Risk,Low Priority
3629-WEAAM,512.8,Low Value,Low Risk,Low Priority
8229-MYEJZ,512.0,Low Value,Low Risk,Low Priority
3138-BKYAV,512.0999999999999,Low Value,Low Risk,Low Priority
1963-VAUKV,20.4,Low Value,Low Risk,Low Priority
7764-BDPEE,62.55,Low Value,Low Risk,Low Priority
7850-THJMU,510.9,Low Value,Low Risk,Low Priority
4369-HTUIF,510.9,Low Value,Low Risk,Low Priority
6286-ZHAOK,511.0,Low Value,Low Risk,Low Priority
2379-ENZGV,509.1,Low Value,Low Risk,Low Priority
0042-JVWOJ,509.6,Low Value,Low Risk,Low Priority
8067-NIOYM,506.4,Low Value,Low Risk,Low Priority
0196-VULGZ,506.1,Low Value,Low Risk,Low Priority
9621-OUPYD,505.0,Low Value,Low Risk,Low Priority
5868-YWPDW,505.2000000000001,Low Value,Low Risk,Low Priority
0356-ERHVT,504.9,Low Value,Low Risk,Low Priority
0835-DUUIQ,505.2000000000001,Low Value,Low Risk,Low Priority
2120-SMPEX,503.75,Low Value,Low Risk,Low Priority
7267-FRMJW,502.50000000000006,Low Value,Low Risk,Low Priority
8417-FMLZI,501.3,Low Value,Low Risk,Low Priority
0357-NVCRI,501.25,Low Value,Low Risk,Low Priority
9681-OXGVC,502.5,Low Value,Low Risk,Low Priority
3523-BRGUW,501.8,Low Value,Low Risk,Low Priority
1439-LCGVL,499.2,Low Value,Low Risk,Low Priority
1410-RSCMR,499.44999999999993,Low Value,Low Risk,Low Priority
1395-WSWXR,498.0,Low Value,Low Risk,Low Priority
6479-OAUSD,497.5,Low Value,Low Risk,Low Priority
6344-SFJVH,498.0,Low Value,Low Risk,Low Priority
1685-VAYJF,497.2000000000001,Low Value,Low Risk,Low Priority
5859-HZYLF,497.9,Low Value,Low Risk,Low Priority
6061-PQHMK,497.5,Low Value,Low Risk,Low Priority
1069-QJOEE,497.5,Low Value,Low Risk,Low Priority
3727-RJMEO,497.1,Low Value,Low Risk,Low Priority
1750-CSKKM,498.15,Low Value,Low Risk,Low Priority
9210-IAHGH,495.25,Low Value,Low Risk,Low Priority
4236-XPXAV,495.75,Low Value,Low Risk,Low Priority
8865-TNMNX,495.5,Low Value,Low Risk,Low Priority
9873-MNDKV,491.15,Low Value,Low Risk,Low Priority
5931-FLJJF,490.69999999999993,Low Value,Low Risk,Low Priority
7244-KXYZN,490.8,Low Value,Low Risk,Low Priority
5707-ORNDZ,490.95,Low Value,Low Risk,Low Priority
3799-ISUZQ,489.65,Low Value,Low Risk,Low Priority
3594-BDSOA,489.6,Low Value,Low Risk,Low Priority
7319-ZNRTR,490.00000000000006,Low Value,Low Risk,Low Priority
5605-IYGFG,488.94999999999993,Low Value,Low Risk,Low Priority
5590-YRFJT,489.0,Low Value,Low Risk,Low Priority
4464-JCOLN,39.7,Low Value,Low Risk,Low Priority
3701-SFMUH,487.9,Low Value,Low Risk,Low Priority
0516-QREYC,487.2000000000001,Low Value,Low Risk,Low Priority
9489-UTFKA,487.2,Low Value,Low Risk,Low Priority
3129-AAQOU,486.4,Low Value,Low Risk,Low Priority
0428-AXXLJ,487.5,Low Value,Low Risk,Low Priority
4291-SHSBH,486.85,Low Value,Low Risk,Low Priority
5027-QPKTE,485.44999999999993,Low Value,Low Risk,Low Priority
5044-LRQAQ,484.4,Low Value,Low Risk,Low Priority
7369-TRPFD,357.2,Low Value,Low Risk,Low Priority
1834-WULEG,486.0,Low Value,Low Risk,Low Priority
4566-QVRRW,484.55,Low Value,Low Risk,Low Priority
9957-YODKZ,484.8,Low Value,Low Risk,Low Priority
4566-NECEV,482.75,Low Value,Low Risk,Low Priority
5474-LAMUQ,482.4,Low Value,Low Risk,Low Priority
1010-DIAUQ,482.5,Low Value,Low Risk,Low Priority
8993-IZEUX,484.05000000000007,Low Value,Low Risk,Low Priority
2575-GFSOE,483.0,Low Value,Low Risk,Low Priority
4636-QRJKY,483.0,Low Value,Low Risk,Low Priority
3778-FOAQW,483.6,Low Value,Low Risk,Low Priority
7548-SEPYI,481.25,Low Value,Low Risk,Low Priority
6923-AQONU,480.7,Low Value,Low Risk,Low Priority
9152-AMKAK,481.5,Low Value,Low Risk,Low Priority
1849-RJYIG,480.0,Low Value,Low Risk,Low Priority
9862-KJTYK,481.65,Low Value,Low Risk,Low Priority
0306-JAELE,480.5,Low Value,Low Risk,Low Priority
6229-LSCKB,478.2000000000001,Low Value,Low Risk,Low Priority
0487-VVUVK,478.75,Low Value,Low Risk,Low Priority
8194-PEEBY,477.6,Low Value,Low Risk,Low Priority
9467-ROOLM,476.25,Low Value,Low Risk,Low Priority
6419-ZTTLE,477.25,Low Value,Low Risk,Low Priority
7318-EIVKO,474.0,Low Value,Low Risk,Low Priority
3387-VATUS,474.25,Low Value,Low Risk,Low Priority
6400-BWQKW,474.3,Low Value,Low Risk,Low Priority
8173-RXAYP,472.8,Low Value,Low Risk,Low Priority
1356-MKYSK,471.9,Low Value,Low Risk,Low Priority
1089-XZWHH,472.8,Low Value,Low Risk,Low Priority
2995-YWTCD,473.1,Low Value,Low Risk,Low Priority
4192-GORJT,472.25,Low Value,Low Risk,Low Priority
7909-FIOIY,472.15,Low Value,Low Risk,Low Priority
1682-VCOIO,470.35,Low Value,Low Risk,Low Priority
9546-KDTRB,469.3,Low Value,Low Risk,Low Priority
5380-AFSSK,469.5,Low Value,Low Risk,Low Priority
3070-FNFZQ,469.2,Low Value,Low Risk,Low Priority
2680-XKKNJ,465.6,Low Value,Low Risk,Low Priority
8204-TIFGJ,466.9,Low Value,Low Risk,Low Priority
7137-NAXML,463.45,Low Value,Low Risk,Low Priority
5876-QMYLD,461.15,Low Value,Low Risk,Low Priority
2462-XIIJB,462.5,Low Value,Low Risk,Low Priority
0458-HEUZG,460.2,Low Value,Low Risk,Low Priority
1401-FTHFQ,460.0,Low Value,Low Risk,Low Priority
5651-CPDND,460.0,Low Value,Low Risk,Low Priority
6791-YBNAK,459.9,Low Value,Low Risk,Low Priority
8966-OIQHG,456.5,Low Value,Low Risk,Low Priority
8414-MYSHR,457.0,Low Value,Low Risk,Low Priority
6143-JQKEA,458.0,Low Value,Low Risk,Low Priority
2668-TZSPS,20.45,Low Value,Low Risk,Low Priority
8314-DPQHL,457.2,Low Value,Low Risk,Low Priority
0621-TWIEM,455.5,Low Value,Low Risk,Low Priority
9801-NOSHQ,455.4,Low Value,Low Risk,Low Priority
8066-POXGX,456.3,Low Value,Low Risk,Low Priority
7351-KYHQH,454.65,Low Value,Low Risk,Low Priority
8606-OEGQZ,455.4,Low Value,Low Risk,Low Priority
2533-TIBIX,453.0,Low Value,Low Risk,Low Priority
8095-WANWK,452.5,Low Value,Low Risk,Low Priority
7330-WZLNC,454.0,Low Value,Low Risk,Low Priority
8185-UPYBR,453.0,Low Value,Low Risk,Low Priority
8963-MQVYN,452.1,Low Value,Low Risk,Low Priority
7319-VENRZ,450.1,Low Value,Low Risk,Low Priority
1092-WPIVQ,451.8,Low Value,Low Risk,Low Priority
0354-VXMJC,450.8,Low Value,Low Risk,Low Priority
8344-WFMFH,450.9,Low Value,Low Risk,Low Priority
8143-ETQTI,451.95,Low Value,Low Risk,Low Priority
3178-CIFOT,451.95,Low Value,Low Risk,Low Priority
6082-OQFBA,451.95,Low Value,Low Risk,Low Priority
3272-VUHPV,450.4,Low Value,Low Risk,Low Priority
5063-IUOKK,256.75,Low Value,Low Risk,Low Priority
1624-NALOJ,449.0,Low Value,Low Risk,Low Priority
9391-TTOYH,448.5,Low Value,Low Risk,Low Priority
3580-REOAC,448.5,Low Value,Low Risk,Low Priority
4623-ZKHLY,449.9,Low Value,Low Risk,Low Priority
7905-NJMXS,449.4,Low Value,Low Risk,Low Priority
1724-BQUHA,447.5,Low Value,Low Risk,Low Priority
3125-RAHBV,446.6,Low Value,Low Risk,Low Priority
4853-OITSN,445.75,Low Value,Low Risk,Low Priority
9415-TPKRV,446.0,Low Value,Low Risk,Low Priority
