customer_id,churn_probability,churn_risk,ltv,customer_segment,retention_priority_score,retention_priority
5384-ZTTWP,0.0,Low Risk,297.0,Low Priority,1.39,Low
5143-EGQFK,0.0,Low Risk,296.5,Low Priority,1.39,Low
7938-OUHIO,0.0,Low Risk,296.1,Low Priority,1.39,Low
8138-EALND,0.0,Low Risk,296.25,Low Priority,1.39,Low
1213-NGCUN,0.0,Low Risk,297.9,Low Priority,1.39,Low
6040-CGACY,0.0,Low Risk,294.0,Low Priority,1.38,Low
1272-ILHFG,0.0,Low Risk,294.75,Low Priority,1.38,Low
4585-HETAI,0.0,Low Risk,295.0,Low Priority,1.38,Low
0621-JFHOL,0.0,Low Risk,296.0,Low Priority,1.38,Low
5016-ETTFF,0.0,Low Risk,295.0,Low Priority,1.38,Low
8124-NZVGJ,0.0,Low Risk,295.5,Low Priority,1.38,Low
4452-ROHMO,0.0,Low Risk,294.0,Low Priority,1.38,Low
3144-AUDBS,0.0,Low Risk,294.9,Low Priority,1.38,Low
5312-TSZVC,0.0,Low Risk,294.75,Low Priority,1.38,Low
9644-UMGQA,0.0,Low Risk,294.9,Low Priority,1.38,Low
4451-RWASJ,0.0,Low Risk,292.5,Low Priority,1.37,Low
7742-MYPGI,0.0,Low Risk,292.79999999999995,Low Priority,1.37,Low
0329-GTIAJ,0.0,Low Risk,293.70000000000005,Low Priority,1.37,Low
2266-FUBDZ,0.0,Low Risk,290.25,Low Priority,1.36,Low
2223-KAGMX,0.0,Low Risk,291.0,Low Priority,1.36,Low
8944-AILEF,0.0,Low Risk,291.75,Low Priority,1.36,Low
9239-ZBZZV,0.0,Low Risk,287.70000000000005,Low Priority,1.35,Low
8111-RKSPX,0.0,Low Risk,288.8,Low Priority,1.35,Low
3549-ZTMNH,0.0,Low Risk,288.0,Low Priority,1.35,Low
6698-OXETB,0.005,Low Risk,224.4,Low Priority,1.35,Low
3049-SOLAY,0.0,Low Risk,285.6,Low Priority,1.34,Low
7817-OMJNA,0.0,Low Risk,285.6,Low Priority,1.34,Low
1245-HARPS,0.0,Low Risk,285.6,Low Priority,1.34,Low
2984-AFWNC,0.0,Low Risk,286.20000000000005,Low Priority,1.34,Low
7398-SKNQZ,0.0,Low Risk,284.70000000000005,Low Priority,1.33,Low
5150-ITWWB,0.0,Low Risk,284.54999999999995,Low Priority,1.33,Low
3376-BMGFE,0.0,Low Risk,283.6,Low Priority,1.33,Low
9944-HKVVB,0.0,Low Risk,285.29999999999995,Low Priority,1.33,Low
5567-WSELE,0.0,Low Risk,283.79999999999995,Low Priority,1.33,Low
3496-LFSZU,0.0,Low Risk,282.0,Low Priority,1.32,Low
6508-NJYRO,0.0,Low Risk,282.0,Low Priority,1.32,Low
0644-OQMDK,0.0,Low Risk,282.6,Low Priority,1.32,Low
4763-PGDPO,0.0,Low Risk,281.6,Low Priority,1.32,Low
2187-LZGPL,0.0,Low Risk,280.7,Low Priority,1.31,Low
3113-IWHLC,0.0,Low Risk,279.0,Low Priority,1.31,Low
2568-BRGYX,0.0,Low Risk,280.8,Low Priority,1.31,Low
7044-YAACC,0.0,Low Risk,280.8,Low Priority,1.31,Low
2608-BHKFN,0.0,Low Risk,280.2,Low Priority,1.31,Low
4482-FTFFX,0.0,Low Risk,280.75,Low Priority,1.31,Low
4324-AHJKS,0.0,Low Risk,279.0,Low Priority,1.31,Low
9408-SSNVZ,0.0,Low Risk,280.6,Low Priority,1.31,Low
3190-FZATL,0.0,Low Risk,279.3,Low Priority,1.31,Low
8317-BVKSO,0.0,Low Risk,280.7,Low Priority,1.31,Low
8217-QYOHV,0.0,Low Risk,278.75,Low Priority,1.3,Low
3223-DWFIO,0.0,Low Risk,277.4,Low Priority,1.3,Low
8120-JDCAM,0.0,Low Risk,278.2,Low Priority,1.3,Low
0804-XBFBV,0.0,Low Risk,277.2,Low Priority,1.3,Low
6921-OZMFH,0.0,Low Risk,278.5,Low Priority,1.3,Low
3061-BCKYI,0.0,Low Risk,278.6,Low Priority,1.3,Low
6674-KVJHG,0.0,Low Risk,277.2,Low Priority,1.3,Low
5442-UTCVD,0.0,Low Risk,275.54999999999995,Low Priority,1.29,Low
3082-WQRVY,0.0,Low Risk,275.1,Low Priority,1.29,Low
9845-QOMAD,0.0,Low Risk,276.5,Low Priority,1.29,Low
2138-VFAPZ,0.0,Low Risk,275.8,Low Priority,1.29,Low
1734-ZMNTZ,0.0,Low Risk,275.0,Low Priority,1.29,Low
3318-NMQXL,0.0,Low Risk,276.0,Low Priority,1.29,Low
7554-AKDQF,0.0,Low Risk,273.9,Low Priority,1.28,Low
3131-NWVFJ,0.0,Low Risk,273.7,Low Priority,1.28,Low
5095-AESKG,0.0,Low Risk,274.5,Low Priority,1.28,Low
2141-RRYGO,0.0,Low Risk,274.6,Low Priority,1.28,Low
4647-XXZAM,0.0,Low Risk,273.0,Low Priority,1.28,Low
4881-GQJTW,0.0,Low Risk,274.40000000000003,Low Priority,1.28,Low
1389-CXMLU,0.0,Low Risk,273.15,Low Priority,1.28,Low
3423-HHXAO,0.0,Low Risk,273.0,Low Priority,1.28,Low
0516-WJVXC,0.0,Low Risk,271.0,Low Priority,1.27,Low
1345-ZUKID,0.0,Low Risk,270.90000000000003,Low Priority,1.27,Low
1843-TLSGD,0.0,Low Risk,271.05,Low Priority,1.27,Low
3071-VBYPO,0.0,Low Risk,269.54999999999995,Low Priority,1.26,Low
5027-XWQHA,0.0,Low Risk,268.5,Low Priority,1.26,Low
4257-GAESD,0.0,Low Risk,270.0,Low Priority,1.26,Low
3258-SANFR,0.0,Low Risk,268.20000000000005,Low Priority,1.25,Low
7593-JNWRU,0.0,Low Risk,267.6,Low Priority,1.25,Low
2235-DWLJU,0.0,Low Risk,266.4,Low Priority,1.25,Low
3752-CQSJI,0.0,Low Risk,265.85,Low Priority,1.24,Low
4486-EFAEB,0.0,Low Risk,265.2,Low Priority,1.24,Low
4184-TJFAN,0.0,Low Risk,264.9,Low Priority,1.24,Low
1790-NESIO,0.0,Low Risk,265.2,Low Priority,1.24,Low
0772-GYEQQ,0.0,Low Risk,265.04999999999995,Low Priority,1.24,Low
5172-MIGPM,0.0,Low Risk,262.2,Low Priority,1.23,Low
6131-JLWZM,0.0,Low Risk,263.90000000000003,Low Priority,1.23,Low
8404-GFGCZ,0.0,Low Risk,262.4,Low Priority,1.23,Low
5039-LZRQT,0.0,Low Risk,262.6,Low Priority,1.23,Low
7473-ZBDSN,0.0,Low Risk,263.2,Low Priority,1.23,Low
4323-ELYYB,0.0,Low Risk,260.0,Low Priority,1.22,Low
7277-KAMWT,0.0,Low Risk,260.0,Low Priority,1.22,Low
4140-MUHUG,0.0,Low Risk,260.54999999999995,Low Priority,1.22,Low
5546-QUERU,0.0,Low Risk,259.35,Low Priority,1.21,Low
9522-ZSINC,0.0,Low Risk,259.35,Low Priority,1.21,Low
0594-UFTUL,0.0,Low Risk,258.05,Low Priority,1.21,Low
1212-GLHMD,0.0,Low Risk,258.15,Low Priority,1.21,Low
3137-LUPIX,0.0,Low Risk,257.6,Low Priority,1.21,Low
5014-GSOUQ,0.0,Low Risk,259.35,Low Priority,1.21,Low
3916-NRPAP,0.0,Low Risk,257.1,Low Priority,1.2,Low
0956-SYCWG,0.0,Low Risk,255.45,Low Priority,1.2,Low
0378-TOVMS,0.0,Low Risk,257.4,Low Priority,1.2,Low
7554-NEWDD,0.0,Low Risk,257.0,Low Priority,1.2,Low
5404-GGUKR,0.0,Low Risk,256.75,Low Priority,1.2,Low
3078-ZKNTS,0.0,Low Risk,256.75,Low Priority,1.2,Low
3198-VELRD,0.0,Low Risk,254.25,Low Priority,1.19,Low
0854-UYHZD,0.0,Low Risk,254.15,Low Priority,1.19,Low
8785-EPNCG,0.0,Low Risk,254.65,Low Priority,1.19,Low
1564-HJUVY,0.0,Low Risk,255.0,Low Priority,1.19,Low
3669-LVWZB,0.0,Low Risk,255.0,Low Priority,1.19,Low
7284-BUYEC,0.0,Low Risk,254.75,Low Priority,1.19,Low
8044-BGWPI,0.0,Low Risk,253.8,Low Priority,1.19,Low
0013-EXCHZ,0.0,Low Risk,251.7,Low Priority,1.18,Low
4130-MZLCC,0.0,Low Risk,252.75,Low Priority,1.18,Low
0225-ZORZP,0.0,Low Risk,252.9,Low Priority,1.18,Low
0547-HURJB,0.0,Low Risk,252.6,Low Priority,1.18,Low
6828-HMKWP,0.0,Low Risk,252.6,Low Priority,1.18,Low
9026-RNUJS,0.0,Low Risk,251.75,Low Priority,1.18,Low
4770-QAZXN,0.0,Low Risk,252.85,Low Priority,1.18,Low
2592-HODOV,0.0,Low Risk,250.9,Low Priority,1.17,Low
1397-XKKWR,0.0,Low Risk,247.1,Low Priority,1.16,Low
0641-EVBOJ,0.0,Low Risk,246.9,Low Priority,1.16,Low
2075-RMJIK,0.0,Low Risk,247.0,Low Priority,1.16,Low
2259-OUUSZ,0.0,Low Risk,248.5,Low Priority,1.16,Low
5555-RNPGT,0.0,Low Risk,248.0,Low Priority,1.16,Low
6476-EPYZR,0.0,Low Risk,246.0,Low Priority,1.15,Low
8942-DBMHZ,0.0,Low Risk,245.4,Low Priority,1.15,Low
8313-KTIHG,0.0,Low Risk,245.2,Low Priority,1.15,Low
1539-LNKHM,0.0,Low Risk,244.8,Low Priority,1.15,Low
5018-HEKFO,0.0,Low Risk,245.0,Low Priority,1.15,Low
6633-MPWBS,0.0,Low Risk,246.0,Low Priority,1.15,Low
4625-EWPTF,0.0,Low Risk,243.6,Low Priority,1.14,Low
3682-YEUWS,0.0,Low Risk,244.0,Low Priority,1.14,Low
0064-SUDOG,0.0,Low Risk,243.6,Low Priority,1.14,Low
0334-GDDSO,0.0,Low Risk,244.05,Low Priority,1.14,Low
3387-PLKUI,0.0,Low Risk,244.4,Low Priority,1.14,Low
2789-HQBOU,0.0,Low Risk,241.05,Low Priority,1.13,Low
9897-KXHCM,0.0,Low Risk,240.9,Low Priority,1.13,Low
4086-YQSNZ,0.0,Low Risk,241.2,Low Priority,1.13,Low
6357-JJPQT,0.0,Low Risk,241.5,Low Priority,1.13,Low
3239-TPHPZ,0.0,Low Risk,240.6,Low Priority,1.13,Low
3191-CSNMG,0.0,Low Risk,242.1,Low Priority,1.13,Low
5993-BQHEA,0.0,Low Risk,240.6,Low Priority,1.13,Low
7777-UNYHB,0.0,Low Risk,241.2,Low Priority,1.13,Low
5777-ZPQNC,0.0,Low Risk,241.8,Low Priority,1.13,Low
8259-NFJTV,0.0,Low Risk,242.55,Low Priority,1.13,Low
6204-IEUXJ,0.0,Low Risk,240.3,Low Priority,1.12,Low
1976-AZZPJ,0.0,Low Risk,239.40000000000003,Low Priority,1.12,Low
6161-UUUTA,0.0,Low Risk,239.7,Low Priority,1.12,Low
4290-BSXUX,0.0,Low Risk,238.95,Low Priority,1.12,Low
2740-JFBOK,0.0,Low Risk,240.0,Low Priority,1.12,Low
1429-UYJSV,0.0,Low Risk,236.4,Low Priority,1.11,Low
7074-IEVOJ,0.0,Low Risk,238.2,Low Priority,1.11,Low
1038-ZAGBI,0.0,Low Risk,237.6,Low Priority,1.11,Low
1678-FYZOW,0.0,Low Risk,238.2,Low Priority,1.11,Low
5442-PPTJY,0.0,Low Risk,236.4,Low Priority,1.11,Low
4587-NUKOX,0.0,Low Risk,237.3,Low Priority,1.11,Low
1680-VDCWW,0.0,Low Risk,237.6,Low Priority,1.11,Low
6110-OHIHY,0.0,Low Risk,237.75,Low Priority,1.11,Low
1563-IWQEX,0.0,Low Risk,236.4,Low Priority,1.11,Low
0224-HJAPT,0.0,Low Risk,235.75,Low Priority,1.1,Low
5233-GEEAX,0.0,Low Risk,235.2,Low Priority,1.1,Low
5133-VRSAB,0.0,Low Risk,234.8,Low Priority,1.1,Low
9837-BMCLM,0.0,Low Risk,235.5,Low Priority,1.1,Low
7421-ZLUPA,0.0,Low Risk,234.0,Low Priority,1.09,Low
1548-ARAGG,0.0,Low Risk,234.0,Low Priority,1.09,Low
4573-JKNAE,0.0,Low Risk,232.2,Low Priority,1.09,Low
2882-DDZPG,0.0,Low Risk,233.4,Low Priority,1.09,Low
3750-RNQKR,0.0,Low Risk,233.4,Low Priority,1.09,Low
8543-MSDMF,0.0,Low Risk,232.2,Low Priority,1.09,Low
5961-VUSRV,0.0,Low Risk,232.2,Low Priority,1.09,Low
0208-BPQEJ,0.0,Low Risk,232.8,Low Priority,1.09,Low
5158-RIVOP,0.0,Low Risk,229.9,Low Priority,1.08,Low
9837-FWLCH,0.0,Low Risk,230.4,Low Priority,1.08,Low
5602-BVFMK,0.0,Low Risk,231.6,Low Priority,1.08,Low
6598-RFFVI,0.015,Low Risk,38.6,Low Priority,1.08,Low
4063-EIKNQ,0.0,Low Risk,230.45,Low Priority,1.08,Low
5835-BEQEU,0.0,Low Risk,230.85,Low Priority,1.08,Low
3317-HRTNN,0.0,Low Risk,228.5,Low Priority,1.07,Low
7576-OYWBN,0.0,Low Risk,228.15,Low Priority,1.07,Low
3370-HXOPH,0.0,Low Risk,228.3,Low Priority,1.07,Low
5122-CYFXA,0.0,Low Risk,225.9,Low Priority,1.06,Low
9708-HPXWZ,0.0,Low Risk,227.0,Low Priority,1.06,Low
8976-OQHGT,0.0,Low Risk,226.0,Low Priority,1.06,Low
4581-SSPWD,0.0,Low Risk,227.4,Low Priority,1.06,Low
6924-TDGMT,0.0,Low Risk,226.05,Low Priority,1.06,Low
5543-QDCRY,0.0,Low Risk,225.6,Low Priority,1.06,Low
8388-FYNPZ,0.0,Low Risk,227.0,Low Priority,1.06,Low
0925-VYDLG,0.0,Low Risk,225.75,Low Priority,1.06,Low
7706-DZNKK,0.0,Low Risk,224.95,Low Priority,1.05,Low
2276-YDAVZ,0.0,Low Risk,225.3,Low Priority,1.05,Low
2800-VEQXM,0.0,Low Risk,224.25,Low Priority,1.05,Low
7823-JSOAG,0.0,Low Risk,223.5,Low Priority,1.05,Low
3411-WLRSQ,0.0,Low Risk,223.8,Low Priority,1.05,Low
9932-WBWIK,0.0,Low Risk,223.85,Low Priority,1.05,Low
6424-ELEYH,0.0,Low Risk,224.25,Low Priority,1.05,Low
7521-AFHAB,0.0,Low Risk,224.0,Low Priority,1.05,Low
5570-PTWEH,0.0,Low Risk,225.45,Low Priority,1.05,Low
6994-KERXL,0.0,Low Risk,223.6,Low Priority,1.05,Low
2371-JUNGC,0.0,Low Risk,222.75,Low Priority,1.04,Low
0404-SWRVG,0.0,Low Risk,223.2,Low Priority,1.04,Low
3055-MJDSB,0.0,Low Risk,221.4,Low Priority,1.04,Low
9306-CPCBC,0.0,Low Risk,222.75,Low Priority,1.04,Low
9398-MMQTO,0.0,Low Risk,223.35,Low Priority,1.04,Low
4854-CIDCF,0.0,Low Risk,221.55,Low Priority,1.04,Low
9850-OWRHQ,0.0,Low Risk,222.3,Low Priority,1.04,Low
3446-QDSZF,0.0,Low Risk,222.0,Low Priority,1.04,Low
8084-OIVBS,0.0,Low Risk,220.0,Low Priority,1.03,Low
6861-OKBCE,0.0,Low Risk,221.1,Low Priority,1.03,Low
0967-BMLBD,0.0,Low Risk,220.0,Low Priority,1.03,Low
9442-JTWDL,0.0,Low Risk,220.55,Low Priority,1.03,Low
1635-FJFCC,0.0,Low Risk,220.25,Low Priority,1.03,Low
8617-ENBDS,0.0,Low Risk,220.8,Low Priority,1.03,Low
4895-TMWIR,0.0,Low Risk,219.45,Low Priority,1.03,Low
1260-TTRXI,0.0,Low Risk,217.2,Low Priority,1.02,Low
5542-DHSXL,0.0,Low Risk,218.8,Low Priority,1.02,Low
6319-QSUSR,0.0,Low Risk,216.7,Low Priority,1.01,Low
6158-DWPZT,0.0,Low Risk,216.9,Low Priority,1.01,Low
8740-XLHDR,0.0,Low Risk,216.25,Low Priority,1.01,Low
0486-LGCCH,0.0,Low Risk,216.15,Low Priority,1.01,Low
1093-YSWCA,0.0,Low Risk,215.05,Low Priority,1.01,Low
2710-WYVXG,0.0,Low Risk,213.3,Low Priority,1.0,Low
7379-POKDZ,0.0,Low Risk,210.9,Low Priority,0.99,Low
8003-EWNDZ,0.0,Low Risk,212.0,Low Priority,0.99,Low
6168-WFVVF,0.0,Low Risk,210.9,Low Priority,0.99,Low
0734-OXWBT,0.0,Low Risk,212.1,Low Priority,0.99,Low
9633-XQABV,0.0,Low Risk,210.75,Low Priority,0.99,Low
2055-PDADH,0.0,Low Risk,211.2,Low Priority,0.99,Low
1875-QIVME,0.0,Low Risk,208.8,Low Priority,0.98,Low
7245-NIIWQ,0.0,Low Risk,209.55,Low Priority,0.98,Low
0455-XFASS,0.0,Low Risk,208.65,Low Priority,0.98,Low
2826-DXLQO,0.0,Low Risk,208.6,Low Priority,0.98,Low
3750-YHRYO,0.005,Low Risk,144.54999999999998,Low Priority,0.98,Low
0909-SDHNU,0.0,Low Risk,208.6,Low Priority,0.98,Low
4919-MOAVT,0.0,Low Risk,208.95,Low Priority,0.98,Low
7159-FVYPK,0.0,Low Risk,207.45,Low Priority,0.97,Low
6923-EFPNL,0.0,Low Risk,207.0,Low Priority,0.97,Low
1784-BXEFA,0.0,Low Risk,205.5,Low Priority,0.96,Low
9512-PHSMG,0.0,Low Risk,205.5,Low Priority,0.96,Low
3724-BSCVH,0.0,Low Risk,204.5,Low Priority,0.96,Low
1636-NTNCO,0.0,Low Risk,203.8,Low Priority,0.95,Low
7665-VIGUD,0.0,Low Risk,203.5,Low Priority,0.95,Low
6464-KEXXH,0.0,Low Risk,202.0,Low Priority,0.95,Low
7009-LGECI,0.0,Low Risk,202.2,Low Priority,0.95,Low
7339-POGZN,0.0,Low Risk,202.8,Low Priority,0.95,Low
0420-BWTPW,0.0,Low Risk,204.0,Low Priority,0.95,Low
2626-URJFX,0.0,Low Risk,203.6,Low Priority,0.95,Low
2235-ZGKPT,0.0,Low Risk,203.4,Low Priority,0.95,Low
8439-LTUGF,0.0,Low Risk,200.0,Low Priority,0.94,Low
7379-FNIUJ,0.0,Low Risk,200.4,Low Priority,0.94,Low
8722-NGNBH,0.0,Low Risk,200.0,Low Priority,0.94,Low
0380-ZCSBI,0.0,Low Risk,200.0,Low Priority,0.94,Low
5071-FBJFS,0.0,Low Risk,201.2,Low Priority,0.94,Low
4860-YZGZM,0.0,Low Risk,200.0,Low Priority,0.94,Low
7094-MSZAO,0.0,Low Risk,200.5,Low Priority,0.94,Low
9462-MJUAW,0.0,Low Risk,201.6,Low Priority,0.94,Low
4182-BGSIQ,0.0,Low Risk,198.0,Low Priority,0.93,Low
3675-YDUPJ,0.0,Low Risk,198.5,Low Priority,0.93,Low
4936-YPJNK,0.0,Low Risk,199.0,Low Priority,0.93,Low
4318-RAJVY,0.0,Low Risk,198.0,Low Priority,0.93,Low
0221-NAUXK,0.0,Low Risk,199.5,Low Priority,0.93,Low
0114-RSRRW,0.0,Low Risk,199.5,Low Priority,0.93,Low
5669-SRAIP,0.0,Low Risk,197.5,Low Priority,0.92,Low
5295-PCJOO,0.0,Low Risk,197.6,Low Priority,0.92,Low
3146-JTQHR,0.0,Low Risk,196.0,Low Priority,0.92,Low
1456-TWCGB,0.0,Low Risk,197.0,Low Priority,0.92,Low
1230-QAJDW,0.0,Low Risk,195.75,Low Priority,0.92,Low
8076-FEZKJ,0.0,Low Risk,195.0,Low Priority,0.91,Low
7089-RKVSZ,0.0,Low Risk,195.2,Low Priority,0.91,Low
2636-OHFMN,0.0,Low Risk,194.2,Low Priority,0.91,Low
5356-CSVSQ,0.0,Low Risk,193.8,Low Priority,0.91,Low
6645-MXQJT,0.0,Low Risk,194.2,Low Priority,0.91,Low
1215-VFYVK,0.0,Low Risk,193.0,Low Priority,0.9,Low
4815-TUMEQ,0.0,Low Risk,193.0,Low Priority,0.9,Low
0754-UKWQP,0.0,Low Risk,191.7,Low Priority,0.9,Low
4957-TREIR,0.0,Low Risk,193.2,Low Priority,0.9,Low
3158-MOERK,0.0,Low Risk,192.0,Low Priority,0.9,Low
8413-VONUO,0.0,Low Risk,191.3,Low Priority,0.89,Low
4398-HSCJH,0.0,Low Risk,190.8,Low Priority,0.89,Low
7851-WZEKY,0.0,Low Risk,190.3,Low Priority,0.89,Low
5649-ANRML,0.0,Low Risk,190.2,Low Priority,0.89,Low
6549-YMFAW,0.0,Low Risk,191.25,Low Priority,0.89,Low
4929-XIHVW,0.0,Low Risk,191.0,Low Priority,0.89,Low
5349-IECLD,0.0,Low Risk,189.9,Low Priority,0.89,Low
2720-WGKHP,0.0,Low Risk,188.0,Low Priority,0.88,Low
4424-TKOPW,0.0,Low Risk,187.7,Low Priority,0.88,Low
7024-OHCCK,0.0,Low Risk,187.7,Low Priority,0.88,Low
9546-CQJSU,0.0,Low Risk,182.8,Low Priority,0.86,Low
2831-EBWRN,0.0,Low Risk,183.6,Low Priority,0.86,Low
5175-AOBHI,0.0,Low Risk,184.0,Low Priority,0.86,Low
2718-GAXQD,0.0,Low Risk,184.0,Low Priority,0.86,Low
4568-TTZRT,0.0,Low Risk,183.6,Low Priority,0.86,Low
5091-HFAZW,0.0,Low Risk,182.3,Low Priority,0.85,Low
7396-VJUZB,0.0,Low Risk,181.0,Low Priority,0.85,Low
2791-SFVEW,0.0,Low Risk,181.35,Low Priority,0.85,Low
4083-EUGRJ,0.0,Low Risk,182.25,Low Priority,0.85,Low
4137-BTIKL,0.0,Low Risk,181.5,Low Priority,0.85,Low
8631-XVRZL,0.0,Low Risk,181.35,Low Priority,0.85,Low
3043-TYBNO,0.0,Low Risk,181.95,Low Priority,0.85,Low
0411-EZJZE,0.0,Low Risk,180.75,Low Priority,0.85,Low
0139-IVFJG,0.0,Low Risk,180.7,Low Priority,0.85,Low
3859-CVCET,0.0,Low Risk,182.6,Low Priority,0.85,Low
6278-FEPBZ,0.0,Low Risk,182.25,Low Priority,0.85,Low
8229-TNIQA,0.0,Low Risk,181.2,Low Priority,0.85,Low
9348-YVOMK,0.0,Low Risk,179.2,Low Priority,0.84,Low
3703-VAVCL,0.0,Low Risk,180.0,Low Priority,0.84,Low
5644-PDMZC,0.0,Low Risk,179.0,Low Priority,0.84,Low
0310-VQXAM,0.0,Low Risk,178.65,Low Priority,0.84,Low
2074-GKOWZ,0.0,Low Risk,179.1,Low Priority,0.84,Low
6202-JVYEU,0.0,Low Risk,179.1,Low Priority,0.84,Low
8075-GXIUB,0.0,Low Risk,178.65,Low Priority,0.84,Low
7878-JGDKK,0.0,Low Risk,178.2,Low Priority,0.83,Low
9424-CMPOG,0.0,Low Risk,176.4,Low Priority,0.83,Low
6624-JDRDS,0.0,Low Risk,176.7,Low Priority,0.83,Low
3352-RICWQ,0.0,Low Risk,177.75,Low Priority,0.83,Low
5396-IZEPB,0.0,Low Risk,177.29999999999998,Low Priority,0.83,Low
4695-WJZUE,0.0,Low Risk,177.1,Low Priority,0.83,Low
5624-RYAMH,0.0,Low Risk,175.5,Low Priority,0.82,Low
5318-IXUZF,0.0,Low Risk,174.3,Low Priority,0.82,Low
0319-QZTCO,0.0,Low Risk,176.10000000000002,Low Priority,0.82,Low
7727-SHVZV,0.0,Low Risk,175.5,Low Priority,0.82,Low
9027-YFHQJ,0.0,Low Risk,175.35,Low Priority,0.82,Low
1329-VHWNP,0.0,Low Risk,175.35,Low Priority,0.82,Low
3097-NQYSN,0.0,Low Risk,173.7,Low Priority,0.81,Low
5215-LNLDJ,0.0,Low Risk,172.9,Low Priority,0.81,Low
0133-BMFZO,0.0,Low Risk,172.5,Low Priority,0.81,Low
6275-YDUVO,0.0,Low Risk,172.4,Low Priority,0.81,Low
5277-ZLOOR,0.0,Low Risk,171.1,Low Priority,0.8,Low
0259-GBZSH,0.0,Low Risk,171.3,Low Priority,0.8,Low
6474-FVJLC,0.0,Low Risk,172.0,Low Priority,0.8,Low
5882-CMAZQ,0.0,Low Risk,171.25,Low Priority,0.8,Low
0220-EBGCE,0.0,Low Risk,171.7,Low Priority,0.8,Low
1991-VOPLL,0.0,Low Risk,171.45000000000002,Low Priority,0.8,Low
9795-VOWON,0.0,Low Risk,170.45000000000002,Low Priority,0.8,Low
7880-XSOJX,0.0,Low Risk,169.6,Low Priority,0.79,Low
8824-RWFXJ,0.0,Low Risk,168.45,Low Priority,0.79,Low
3489-HHPFY,0.0,Low Risk,168.1,Low Priority,0.79,Low
1045-LTCYT,0.0,Low Risk,168.4,Low Priority,0.79,Low
8963-JLGJT,0.0,Low Risk,167.7,Low Priority,0.78,Low
3656-TKRVZ,0.0,Low Risk,166.05,Low Priority,0.78,Low
3717-FDJFU,0.005,Low Risk,102.25,Low Priority,0.78,Low
6407-UTSLV,0.0,Low Risk,167.6,Low Priority,0.78,Low
4484-CGXFK,0.0,Low Risk,165.89999999999998,Low Priority,0.78,Low
9269-CQOOL,0.0,Low Risk,164.10000000000002,Low Priority,0.77,Low
9261-WDCAF,0.0,Low Risk,163.95,Low Priority,0.77,Low
1614-JBEBI,0.0,Low Risk,165.6,Low Priority,0.77,Low
8806-EAGWC,0.0,Low Risk,165.45,Low Priority,0.77,Low
0807-ZABDG,0.0,Low Risk,165.3,Low Priority,0.77,Low
7314-OXENN,0.0,Low Risk,164.0,Low Priority,0.77,Low
7140-ADSMJ,0.0,Low Risk,163.6,Low Priority,0.77,Low
9050-IKDZA,0.0,Low Risk,163.0,Low Priority,0.76,Low
1850-AKQEP,0.0,Low Risk,162.8,Low Priority,0.76,Low
8388-DMKAE,0.0,Low Risk,162.0,Low Priority,0.76,Low
5345-BMKWB,0.0,Low Risk,162.0,Low Priority,0.76,Low
8183-ONMXC,0.0,Low Risk,161.5,Low Priority,0.76,Low
4918-QLLIW,0.0,Low Risk,160.2,Low Priority,0.75,Low
7845-URHJN,0.0,Low Risk,161.2,Low Priority,0.75,Low
4234-XTNEA,0.0,Low Risk,159.9,Low Priority,0.75,Low
0224-NIJLP,0.0,Low Risk,161.2,Low Priority,0.75,Low
2017-CCBLH,0.0,Low Risk,160.0,Low Priority,0.75,Low
8943-URTMR,0.0,Low Risk,159.3,Low Priority,0.75,Low
9317-WZPGV,0.0,Low Risk,159.5,Low Priority,0.75,Low
1981-INRFU,0.0,Low Risk,159.5,Low Priority,0.75,Low
2717-HVIZY,0.0,Low Risk,160.4,Low Priority,0.75,Low
3130-ICDUP,0.0,Low Risk,161.1,Low Priority,0.75,Low
3748-FVMZZ,0.0,Low Risk,160.2,Low Priority,0.75,Low
4741-WWJQZ,0.0,Low Risk,160.3,Low Priority,0.75,Low
4694-PHWFW,0.0,Low Risk,159.6,Low Priority,0.75,Low
8086-OVPWV,0.0,Low Risk,160.4,Low Priority,0.75,Low
5712-PTIWW,0.0,Low Risk,159.7,Low Priority,0.75,Low
7760-OYPDY,0.0,Low Risk,161.3,Low Priority,0.75,Low
6923-JHPMP,0.0,Low Risk,160.9,Low Priority,0.75,Low
8642-GVWRF,0.0,Low Risk,159.4,Low Priority,0.75,Low
9689-PTNPG,0.0,Low Risk,160.5,Low Priority,0.75,Low
4529-CKBCL,0.0,Low Risk,160.4,Low Priority,0.75,Low
2868-SNELZ,0.0,Low Risk,161.2,Low Priority,0.75,Low
3422-GALYP,0.0,Low Risk,158.9,Low Priority,0.74,Low
5726-CVNYA,0.0,Low Risk,158.8,Low Priority,0.74,Low
5647-URDKA,0.0,Low Risk,157.6,Low Priority,0.74,Low
2466-NEJOJ,0.0,Low Risk,157.2,Low Priority,0.74,Low
3420-YJLQT,0.0,Low Risk,159.1,Low Priority,0.74,Low
1222-LRYKO,0.0,Low Risk,158.10000000000002,Low Priority,0.74,Low
1226-JZNKR,0.0,Low Risk,158.4,Low Priority,0.74,Low
5561-NWEVX,0.0,Low Risk,158.4,Low Priority,0.74,Low
2667-WYLWJ,0.0,Low Risk,158.0,Low Priority,0.74,Low
3981-QSVQI,0.0,Low Risk,157.6,Low Priority,0.74,Low
