customer_id,tenure,monthly_charges,total_charges,contract,internet_service,churn,monthly_revenue,estimated_lifespan,ltv,revenue_per_month,ltv_segment,predicted_churn,churn_probability,churn_risk,customer_segment
8761-NSOBC,44,100.55,4398.15,Month-to-month,Fiber optic,Yes,100.55,44,4424.2,99.95795454545454,High Value,,0.0,Low Risk,High Value Customer
0419-YAAPX,49,85.3,4297.95,Month-to-month,Fiber optic,No,85.3,49,4179.7,87.71326530612245,High Value,,0.0,Low Risk,High Value Customer
8413-VONUO,2,95.65,167.3,Month-to-month,Fiber optic,Yes,95.65,2,191.3,83.65,Low Value,,0.0,Low Risk,Low Priority
0872-CASZJ,59,69.1,4096.9,One year,DSL,No,69.1,59,4076.9,69.43898305084745,High Value,,0.0,Low Risk,High Value Customer
4726-DLWQN,50,70.35,3454.6,Month-to-month,DSL,No,70.35,50,3517.4999999999995,69.092,High Value,,0.0,Low Risk,High Value Customer
8164-OCKUJ,59,20.6,1286.0,Two year,No,No,20.6,59,1215.4,21.79661016949153,Medium Value,,0.0,Low Risk,Low Priority
3094-JOJAI,18,74.15,1387.0,Month-to-month,Fiber optic,No,74.15,18,1334.7,77.05555555555556,Medium Value,No,0.335,Low Risk,Low Priority
9494-MRNYX,10,75.05,786.3,Month-to-month,Fiber optic,No,75.05,10,750.5,78.63,Low Value,,0.0,Low Risk,Low Priority
2599-CZABP,14,44.6,641.25,One year,DSL,No,44.6,14,624.4,45.80357142857143,Low Value,,0.0,Low Risk,Low Priority
7945-PRBVF,35,21.45,705.45,Two year,No,No,21.45,35,750.75,20.15571428571429,Low Value,,0.0,Low Risk,Low Priority
4544-RXFMG,8,43.45,345.5,One year,DSL,No,43.45,8,347.6,43.1875,Low Value,,0.0,Low Risk,Low Priority
0859-YGKFW,18,20.05,345.9,One year,No,No,20.05,18,360.9,19.216666666666665,Low Value,,0.0,Low Risk,Low Priority
1150-FTQGN,60,94.15,5811.8,One year,Fiber optic,No,94.15,60,5649.0,96.86333333333332,High Value,,0.0,Low Risk,High Value Customer
9223-UCPVT,1,94.4,94.4,Month-to-month,Fiber optic,Yes,94.4,1,94.4,94.4,Low Value,,0.0,Low Risk,Low Priority
7196-LIWRH,6,19.55,124.45,Two year,No,No,19.55,6,117.3,20.741666666666667,Low Value,,0.0,Low Risk,Low Priority
5448-VWNAM,19,75.9,1375.6,Month-to-month,DSL,No,75.9,19,1442.1,72.39999999999999,Medium Value,,0.0,Low Risk,Low Priority
1177-XZBJL,53,64.15,3491.55,One year,DSL,No,64.15,53,3399.9500000000003,65.87830188679246,High Value,,0.0,Low Risk,High Value Customer
3518-FSTWG,72,109.55,7920.7,Two year,Fiber optic,No,109.55,72,7887.599999999999,110.00972222222222,Very High Value,,0.0,Low Risk,VIP Customer
9330-VOFSZ,60,110.8,6640.7,Two year,Fiber optic,No,110.8,60,6648.0,110.67833333333331,Very High Value,No,0.08,Low Risk,VIP Customer
4351-QLCSU,1,55.0,55.0,Month-to-month,DSL,Yes,55.0,1,55.0,55.0,Low Value,,0.0,Low Risk,Low Priority
0939-EREMR,13,53.45,718.1,Month-to-month,DSL,No,53.45,13,694.85,55.23846153846154,Low Value,,0.0,Low Risk,Low Priority
9389-ACWBI,5,69.95,320.4,Month-to-month,Fiber optic,No,69.95,5,349.75,64.08,Low Value,No,0.365,Low Risk,Low Priority
5419-JPRRN,1,101.45,101.45,Month-to-month,Fiber optic,Yes,101.45,1,101.45,101.45,Low Value,,0.0,Low Risk,Low Priority
3644-QXEHN,13,97.0,1334.45,Month-to-month,Fiber optic,No,97.0,13,1261.0,102.65,Medium Value,,0.0,Low Risk,Low Priority
2911-IJORQ,37,90.6,3358.65,One year,DSL,No,90.6,37,3352.2,90.77432432432433,High Value,,0.0,Low Risk,High Value Customer
5921-NGYRH,64,73.55,4764.0,Month-to-month,Fiber optic,No,73.55,64,4707.2,74.4375,High Value,No,0.125,Low Risk,High Value Customer
2100-BDNSN,5,67.95,350.3,Month-to-month,DSL,Yes,67.95,5,339.75,70.06,Low Value,,0.0,Low Risk,Low Priority
5998-DZLYR,61,94.35,5703.0,Two year,Fiber optic,No,94.35,61,5755.349999999999,93.49180327868852,High Value,,0.0,Low Risk,High Value Customer
0488-GSLFR,1,69.5,69.5,Month-to-month,Fiber optic,Yes,69.5,1,69.5,69.5,Low Value,,0.0,Low Risk,Low Priority
9318-NKNFC,1,18.85,18.85,Month-to-month,No,Yes,18.85,1,18.85,18.85,Low Value,,0.0,Low Risk,Low Priority
3985-HOYPM,26,19.4,525.55,One year,No,No,19.4,26,504.4,20.213461538461537,Low Value,No,0.015,Low Risk,Low Priority
9728-FTTVZ,1,69.2,69.2,Month-to-month,Fiber optic,Yes,69.2,1,69.2,69.2,Low Value,,0.0,Low Risk,Low Priority
9548-LERKT,24,19.75,483.15,Two year,No,No,19.75,24,474.0,20.13125,Low Value,No,0.005,Low Risk,Low Priority
6576-FBXOJ,17,54.6,934.8,One year,DSL,No,54.6,17,928.2,54.98823529411764,Low Value,,0.0,Low Risk,Low Priority
4310-KEDTB,26,29.8,786.5,Month-to-month,DSL,No,29.8,26,774.8000000000001,30.25,Low Value,,0.0,Low Risk,Low Priority
7254-IQWOZ,1,69.65,69.65,Month-to-month,Fiber optic,Yes,69.65,1,69.65,69.65,Low Value,,0.0,Low Risk,Low Priority
2474-BRUCM,40,101.85,4086.3,Month-to-month,Fiber optic,Yes,101.85,40,4074.0,102.1575,High Value,,0.0,Low Risk,High Value Customer
4062-HBMOS,52,103.05,5364.8,Month-to-month,Fiber optic,No,103.05,52,5358.599999999999,103.16923076923078,High Value,,0.0,Low Risk,High Value Customer
0742-NXBGR,1,82.3,82.3,Month-to-month,Fiber optic,Yes,82.3,1,82.3,82.3,Low Value,,0.0,Low Risk,Low Priority
2676-ISHSF,1,20.3,20.3,Month-to-month,No,No,20.3,1,20.3,20.3,Low Value,,0.0,Low Risk,Low Priority
9236-NDUCW,21,35.1,770.4,Two year,DSL,No,35.1,21,737.1,36.68571428571428,Low Value,,0.0,Low Risk,Low Priority
4753-PADAS,67,105.7,6816.95,One year,Fiber optic,No,105.7,67,7081.900000000001,101.7455223880597,Very High Value,No,0.175,Low Risk,VIP Customer
6103-QCKFX,44,56.25,2419.55,Month-to-month,DSL,No,56.25,44,2475.0,54.98977272727273,Medium Value,,0.0,Low Risk,Low Priority
7781-EWARA,70,60.35,4138.7,One year,DSL,No,60.35,70,4224.5,59.12428571428571,High Value,,0.0,Low Risk,High Value Customer
6110-OHIHY,3,79.25,267.6,Month-to-month,Fiber optic,Yes,79.25,3,237.75,89.2,Low Value,,0.0,Low Risk,Low Priority
7018-FPXHH,56,59.8,3457.45,Two year,DSL,No,59.8,56,3348.8,61.740178571428565,High Value,,0.0,Low Risk,High Value Customer
5889-LFOLL,13,84.6,1115.2,Month-to-month,Fiber optic,Yes,84.6,13,1099.8,85.78461538461539,Medium Value,,0.0,Low Risk,Low Priority
5708-EVONK,58,93.4,5435.6,Month-to-month,Fiber optic,Yes,93.4,58,5417.200000000001,93.71724137931037,High Value,,0.0,Low Risk,High Value Customer
8708-XPXHZ,42,94.2,4186.3,Month-to-month,Fiber optic,Yes,94.2,42,3956.4,99.67380952380952,High Value,,0.0,Low Risk,High Value Customer
0616-ATFGB,1,25.05,25.05,Month-to-month,DSL,Yes,25.05,1,25.05,25.05,Low Value,Yes,0.72,High Risk,Churn Risk
0572-ZJKLT,46,99.65,4630.2,Two year,Fiber optic,No,99.65,46,4583.900000000001,100.65652173913044,High Value,,0.0,Low Risk,High Value Customer
5135-RDDQL,63,50.65,3221.25,Two year,DSL,No,50.65,63,3190.95,51.13095238095238,High Value,,0.0,Low Risk,High Value Customer
1353-LJWEM,11,60.9,688.5,Month-to-month,DSL,No,60.9,11,669.9,62.59090909090909,Low Value,,0.0,Low Risk,Low Priority
1794-SWWKL,15,59.65,867.1,Month-to-month,DSL,No,59.65,15,894.75,57.806666666666665,Low Value,,0.0,Low Risk,Low Priority
6166-YIPFO,72,64.7,4746.05,Two year,DSL,No,64.7,72,4658.400000000001,65.91736111111112,High Value,,0.0,Low Risk,High Value Customer
7016-BPGEU,29,25.1,712.85,Month-to-month,DSL,Yes,25.1,29,727.9000000000001,24.58103448275862,Low Value,,0.0,Low Risk,Low Priority
6876-ADESB,1,48.95,48.95,Month-to-month,DSL,Yes,48.95,1,48.95,48.95,Low Value,,0.0,Low Risk,Low Priority
9332-GYWLO,6,54.85,355.1,Month-to-month,DSL,No,54.85,6,329.1,59.18333333333334,Low Value,,0.0,Low Risk,Low Priority
1963-SVUCV,1,45.3,45.3,Month-to-month,DSL,Yes,45.3,1,45.3,45.3,Low Value,,0.0,Low Risk,Low Priority
4184-VODJZ,63,91.35,5764.7,One year,Fiber optic,No,91.35,63,5755.049999999999,91.5031746031746,High Value,No,0.155,Low Risk,High Value Customer
0220-EBGCE,2,85.85,167.3,Month-to-month,Fiber optic,Yes,85.85,2,171.7,83.65,Low Value,,0.0,Low Risk,Low Priority
1092-WPIVQ,18,25.1,428.45,Two year,No,No,25.1,18,451.8,23.802777777777777,Low Value,,0.0,Low Risk,Low Priority
7233-IOQNP,43,34.0,1505.35,Month-to-month,DSL,No,34.0,43,1462.0,35.00813953488372,Medium Value,No,0.16,Low Risk,Low Priority
2834-JKOOW,15,45.9,693.45,One year,DSL,No,45.9,15,688.5,46.23,Low Value,No,0.08,Low Risk,Low Priority
2754-VDLTR,10,95.2,930.4,Month-to-month,Fiber optic,Yes,95.2,10,952.0,93.04,Low Value,,0.0,Low Risk,Low Priority
2400-FEQME,55,20.5,1177.95,Two year,No,No,20.5,55,1127.5,21.417272727272728,Medium Value,,0.0,Low Risk,Low Priority
3190-XFANI,49,100.6,5069.65,One year,Fiber optic,Yes,100.6,49,4929.4,103.46224489795918,High Value,,0.0,Low Risk,High Value Customer
7551-DACSP,6,55.3,324.25,Month-to-month,DSL,Yes,55.3,6,331.79999999999995,54.04166666666666,Low Value,,0.0,Low Risk,Low Priority
4957-SREEC,70,20.35,1458.1,Two year,No,No,20.35,70,1424.5,20.83,Medium Value,,0.0,Low Risk,Low Priority
7235-NXZCP,2,74.85,156.4,Month-to-month,Fiber optic,Yes,74.85,2,149.7,78.2,Low Value,Yes,0.625,Medium Risk,Monitor
0230-UBYPQ,63,36.1,2298.9,One year,DSL,No,36.1,63,2274.3,36.490476190476194,Medium Value,No,0.095,Low Risk,Low Priority
4923-ADWXJ,25,65.8,1679.65,Month-to-month,DSL,No,65.8,25,1645.0,67.186,Medium Value,,0.0,Low Risk,Low Priority
1763-KUAAW,18,20.35,369.6,One year,No,No,20.35,18,366.3,20.53333333333333,Low Value,,0.0,Low Risk,Low Priority
1104-TNLZA,28,105.8,2998.0,Month-to-month,Fiber optic,No,105.8,28,2962.4,107.07142857142856,Medium Value,,0.0,Low Risk,Low Priority
5195-KPUNQ,53,96.75,5206.55,One year,Fiber optic,No,96.75,53,5127.75,98.2367924528302,High Value,,0.0,Low Risk,High Value Customer
0520-FDVVT,35,102.35,3626.1,One year,Fiber optic,Yes,102.35,35,3582.25,103.60285714285716,High Value,,0.0,Low Risk,High Value Customer
3439-GVUSX,1,24.4,24.4,Month-to-month,DSL,No,24.4,1,24.4,24.4,Low Value,,0.0,Low Risk,Low Priority
1444-VVSGW,70,115.65,7968.85,One year,Fiber optic,Yes,115.65,70,8095.5,113.84071428571428,Very High Value,No,0.145,Low Risk,VIP Customer
5712-PTIWW,2,79.85,152.45,Month-to-month,Fiber optic,Yes,79.85,2,159.7,76.225,Low Value,,0.0,Low Risk,Low Priority
5949-HGVJL,26,73.05,1959.5,Month-to-month,DSL,No,73.05,26,1899.3,75.36538461538461,Medium Value,No,0.14,Low Risk,Low Priority
5203-XEHAX,34,64.35,2053.05,One year,DSL,No,64.35,34,2187.9,60.38382352941177,Medium Value,,0.0,Low Risk,Low Priority
1635-HDGFT,19,20.5,398.55,Two year,No,No,20.5,19,389.5,20.976315789473684,Low Value,,0.0,Low Risk,Low Priority
3315-TOTBP,15,76.0,1130.85,Month-to-month,Fiber optic,Yes,76.0,15,1140.0,75.39,Medium Value,,0.0,Low Risk,Low Priority
8050-XGRVL,62,54.75,3425.35,One year,DSL,No,54.75,62,3394.5,55.247580645161285,High Value,,0.0,Low Risk,High Value Customer
6661-HBGWL,42,104.75,4323.45,Month-to-month,Fiber optic,Yes,104.75,42,4399.5,102.93928571428572,High Value,No,0.48,Medium Risk,High Value Customer
1518-VOWAV,9,74.65,703.55,Month-to-month,DSL,Yes,74.65,9,671.85,78.17222222222222,Low Value,,0.0,Low Risk,Low Priority
9828-QHFBK,24,51.15,1275.7,Month-to-month,DSL,No,51.15,24,1227.6,53.15416666666667,Medium Value,,0.0,Low Risk,Low Priority
3908-MKIMJ,68,41.95,2965.75,Two year,DSL,No,41.95,68,2852.6000000000004,43.6139705882353,Medium Value,,0.0,Low Risk,Low Priority
5012-YSPJJ,31,54.35,1647.0,Month-to-month,DSL,No,54.35,31,1684.85,53.12903225806452,Medium Value,,0.0,Low Risk,Low Priority
5909-ECHUI,1,56.25,56.25,Month-to-month,DSL,Yes,56.25,1,56.25,56.25,Low Value,,0.0,Low Risk,Low Priority
1309-BXVOQ,21,106.1,2249.95,Month-to-month,Fiber optic,Yes,106.1,21,2228.1,107.14047619047618,Medium Value,,0.0,Low Risk,Low Priority
6728-VOIFY,63,96.0,6109.75,One year,Fiber optic,No,96.0,63,6048.0,96.98015873015872,Very High Value,,0.0,Low Risk,VIP Customer
9317-WZPGV,2,79.75,159.4,Month-to-month,Fiber optic,Yes,79.75,2,159.5,79.7,Low Value,,0.0,Low Risk,Low Priority
4891-NLUBA,61,61.45,3751.15,Two year,DSL,No,61.45,61,3748.45,61.49426229508197,High Value,,0.0,Low Risk,High Value Customer
2856-HYAPG,1,68.65,68.65,Month-to-month,Fiber optic,Yes,68.65,1,68.65,68.65,Low Value,,0.0,Low Risk,Low Priority
8969-PRHFK,18,19.65,411.25,One year,No,No,19.65,18,353.7,22.84722222222222,Low Value,,0.0,Low Risk,Low Priority
0661-KQHNK,6,19.0,105.5,One year,No,No,19.0,6,114.0,17.583333333333332,Low Value,,0.0,Low Risk,Low Priority
8709-KRDVL,33,100.0,3320.6,Month-to-month,Fiber optic,No,100.0,33,3300.0,100.62424242424242,High Value,Yes,0.635,Medium Risk,High Value Customer
4488-PSYCG,16,20.25,327.45,Month-to-month,No,Yes,20.25,16,324.0,20.465625,Low Value,,0.0,Low Risk,Low Priority
1427-VERSM,56,98.7,5669.5,Month-to-month,Fiber optic,No,98.7,56,5527.2,101.24107142857144,High Value,,0.0,Low Risk,High Value Customer
9801-NOSHQ,23,19.8,465.45,One year,No,No,19.8,23,455.4,20.23695652173913,Low Value,,0.0,Low Risk,Low Priority
6339-YPSAH,9,73.8,704.3,Month-to-month,Fiber optic,No,73.8,9,664.1999999999999,78.25555555555555,Low Value,,0.0,Low Risk,Low Priority
3621-CEOVK,14,100.2,1369.8,Month-to-month,Fiber optic,Yes,100.2,14,1402.8,97.84285714285714,Medium Value,,0.0,Low Risk,Low Priority
6906-ANDWJ,15,74.9,1107.25,Month-to-month,Fiber optic,Yes,74.9,15,1123.5,73.81666666666666,Medium Value,,0.0,Low Risk,Low Priority
2159-TURXX,5,20.05,95.55,Month-to-month,No,No,20.05,5,100.25,19.11,Low Value,No,0.105,Low Risk,Low Priority
1548-FEHVL,61,106.2,6375.2,Month-to-month,Fiber optic,No,106.2,61,6478.2,104.51147540983608,Very High Value,,0.0,Low Risk,VIP Customer
3795-CAWEX,70,116.55,8152.3,Two year,Fiber optic,No,116.55,70,8158.5,116.46142857142856,Very High Value,,0.0,Low Risk,VIP Customer
6215-NQCPY,15,99.7,1566.75,Month-to-month,Fiber optic,No,99.7,15,1495.5,104.45,Medium Value,,0.0,Low Risk,Low Priority
5647-URDKA,8,19.7,130.25,Two year,No,No,19.7,8,157.6,16.28125,Low Value,,0.0,Low Risk,Low Priority
2229-DPMBI,8,19.5,162.15,Two year,No,No,19.5,8,156.0,20.26875,Low Value,,0.0,Low Risk,Low Priority
9626-WEQRM,4,29.15,110.05,Month-to-month,DSL,No,29.15,4,116.6,27.5125,Low Value,,0.0,Low Risk,Low Priority
2188-SXWVT,34,55.0,1885.15,One year,DSL,No,55.0,34,1870.0,55.44558823529412,Medium Value,No,0.005,Low Risk,Low Priority
6258-PVZWJ,68,90.8,6302.85,Two year,DSL,No,90.8,68,6174.4,92.68897058823528,Very High Value,,0.0,Low Risk,VIP Customer
1094-BKOSX,45,51.0,2264.5,One year,DSL,No,51.0,45,2295.0,50.32222222222222,Medium Value,,0.0,Low Risk,Low Priority
6969-MVBAI,9,90.1,816.8,Month-to-month,Fiber optic,No,90.1,9,810.9,90.75555555555556,Low Value,Yes,0.755,High Risk,Churn Risk
2978-XXSOG,22,59.05,1253.5,Month-to-month,DSL,No,59.05,22,1299.1,56.97727272727273,Medium Value,,0.0,Low Risk,Low Priority
2342-CKIAO,2,20.3,41.2,Month-to-month,No,No,20.3,2,40.6,20.6,Low Value,,0.0,Low Risk,Low Priority
6953-PBDIN,70,72.95,5265.55,Two year,DSL,No,72.95,70,5106.5,75.22214285714286,High Value,No,0.005,Low Risk,High Value Customer
3898-BSJYF,10,73.55,693.3,One year,DSL,No,73.55,10,735.5,69.33,Low Value,,0.0,Low Risk,Low Priority
3938-YFPXD,72,84.3,5997.1,Two year,DSL,No,84.3,72,6069.599999999999,83.29305555555555,Very High Value,,0.0,Low Risk,VIP Customer
7696-AMHOD,49,78.0,3824.2,One year,DSL,No,78.0,49,3822.0,78.04489795918367,High Value,,0.0,Low Risk,High Value Customer
2453-SAFNS,54,72.1,3886.05,One year,DSL,No,72.1,54,3893.4,71.96388888888889,High Value,,0.0,Low Risk,High Value Customer
9558-IHEZX,71,106.75,7283.25,Two year,Fiber optic,No,106.75,71,7579.25,102.58098591549296,Very High Value,,0.0,Low Risk,VIP Customer
9617-UDPEU,22,19.25,412.55,One year,No,No,19.25,22,423.5,18.75227272727273,Low Value,,0.0,Low Risk,Low Priority
6340-DACFT,50,20.55,1070.25,Two year,No,No,20.55,50,1027.5,21.405,Medium Value,No,0.0,Low Risk,Low Priority
4955-VCWBI,43,20.0,817.95,One year,No,No,20.0,43,860.0,19.022093023255817,Low Value,No,0.005,Low Risk,Low Priority
6813-GZQCG,45,24.65,1171.3,Two year,No,No,24.65,45,1109.25,26.028888888888886,Medium Value,,0.0,Low Risk,Low Priority
7426-GSWPO,64,103.5,6548.65,Month-to-month,Fiber optic,No,103.5,64,6624.0,102.32265625,Very High Value,,0.0,Low Risk,VIP Customer
3389-KTRXV,23,23.85,625.65,Two year,No,No,23.85,23,548.5500000000001,27.20217391304348,Low Value,,0.0,Low Risk,Low Priority
3118-UHVVQ,68,25.8,1911.5,Two year,No,No,25.8,68,1754.4,28.110294117647054,Medium Value,,0.0,Low Risk,Low Priority
1031-IIDEO,1,70.85,70.85,Month-to-month,Fiber optic,Yes,70.85,1,70.85,70.85,Low Value,,0.0,Low Risk,Low Priority
5832-XKAES,2,69.8,134.7,Month-to-month,Fiber optic,Yes,69.8,2,139.6,67.35,Low Value,,0.0,Low Risk,Low Priority
3205-MXZRA,26,59.45,1507.0,One year,DSL,No,59.45,26,1545.7,57.96153846153846,Medium Value,,0.0,Low Risk,Low Priority
4701-AHWMW,55,54.55,2978.3,Month-to-month,DSL,Yes,54.55,55,3000.25,54.150909090909096,High Value,No,0.095,Low Risk,High Value Customer
8317-BVKSO,14,20.05,299.3,Month-to-month,No,No,20.05,14,280.7,21.37857142857143,Low Value,,0.0,Low Risk,Low Priority
5702-KVQRD,71,82.55,5832.65,Two year,DSL,No,82.55,71,5861.05,82.14999999999999,High Value,No,0.035,Low Risk,High Value Customer
0083-PIVIK,64,81.25,5567.55,One year,DSL,No,81.25,64,5200.0,86.99296875,High Value,,0.0,Low Risk,High Value Customer
9210-IAHGH,7,70.75,450.8,Month-to-month,DSL,Yes,70.75,7,495.25,64.4,Low Value,,0.0,Low Risk,Low Priority
6169-PGNCD,57,74.3,4166.35,Two year,DSL,No,74.3,57,4235.099999999999,73.09385964912282,High Value,,0.0,Low Risk,High Value Customer
0023-XUOPT,13,94.1,1215.6,Month-to-month,Fiber optic,Yes,94.1,13,1223.3,93.5076923076923,Medium Value,Yes,0.54,Medium Risk,Monitor
4592-IWTJI,3,29.7,91.7,Month-to-month,DSL,Yes,29.7,3,89.1,30.566666666666663,Low Value,,0.0,Low Risk,Low Priority
4909-JOUPP,72,109.7,7898.45,Two year,Fiber optic,No,109.7,72,7898.400000000001,109.70069444444444,Very High Value,,0.0,Low Risk,VIP Customer
4657-FWVFY,40,96.35,3915.4,Month-to-month,Fiber optic,No,96.35,40,3854.0,97.885,High Value,,0.0,Low Risk,High Value Customer
2257-BOVXD,14,66.6,979.5,Month-to-month,DSL,No,66.6,14,932.4,69.96428571428571,Low Value,No,0.19,Low Risk,Low Priority
7729-JTEEC,2,44.5,90.05,Month-to-month,DSL,No,44.5,2,89.0,45.025,Low Value,,0.0,Low Risk,Low Priority
7632-MNYOY,66,110.9,7432.05,One year,Fiber optic,Yes,110.9,66,7319.400000000001,112.60681818181818,Very High Value,,0.0,Low Risk,VIP Customer
6518-LGAOV,38,105.0,4026.4,Month-to-month,Fiber optic,Yes,105.0,38,3990.0,105.9578947368421,High Value,,0.0,Low Risk,High Value Customer
7242-QZLXF,1,25.3,25.3,Month-to-month,DSL,Yes,25.3,1,25.3,25.3,Low Value,,0.0,Low Risk,Low Priority
4576-CSAJH,22,55.15,1193.05,One year,DSL,Yes,55.15,22,1213.3,54.22954545454545,Medium Value,,0.0,Low Risk,Low Priority
1000-AJSLD,1,20.1,20.1,Month-to-month,No,Yes,20.1,1,20.1,20.1,Low Value,,0.0,Low Risk,Low Priority
9696-RMYBA,5,80.1,398.55,Month-to-month,Fiber optic,No,80.1,5,400.5,79.71000000000001,Low Value,,0.0,Low Risk,Low Priority
8690-UPCZI,29,69.05,1958.45,One year,DSL,No,69.05,29,2002.45,67.53275862068966,Medium Value,No,0.05,Low Risk,Low Priority
1062-LHZOD,1,69.9,69.9,Month-to-month,Fiber optic,Yes,69.9,1,69.9,69.9,Low Value,,0.0,Low Risk,Low Priority
9770-LXDBK,3,20.4,63.15,Month-to-month,No,No,20.4,3,61.2,21.05,Low Value,,0.0,Low Risk,Low Priority
4086-WITJG,71,19.7,1301.1,Two year,No,No,19.7,71,1398.7,18.32535211267605,Medium Value,No,0.0,Low Risk,Low Priority
8344-WFMFH,9,50.1,484.05,Month-to-month,DSL,No,50.1,9,450.9,53.78333333333333,Low Value,,0.0,Low Risk,Low Priority
9600-NAXZN,43,101.4,4528.0,Month-to-month,Fiber optic,Yes,101.4,43,4360.2,105.30232558139537,High Value,,0.0,Low Risk,High Value Customer
8822-KNBHV,48,83.45,3887.85,One year,DSL,No,83.45,48,4005.6,80.996875,High Value,,0.0,Low Risk,High Value Customer
8404-FYDIB,26,86.65,2208.75,Month-to-month,Fiber optic,No,86.65,26,2252.9,84.95192307692308,Medium Value,,0.0,Low Risk,Low Priority
2791-SFVEW,9,20.15,238.15,Month-to-month,No,No,20.15,9,181.35,26.461111111111112,Low Value,,0.0,Low Risk,Low Priority
6457-USBER,1,80.8,80.8,Month-to-month,Fiber optic,Yes,80.8,1,80.8,80.8,Low Value,,0.0,Low Risk,Low Priority
6762-NSODU,46,19.4,958.15,Two year,No,No,19.4,46,892.4,20.82934782608696,Low Value,,0.0,Low Risk,Low Priority
4662-EKDPQ,2,62.05,118.3,Month-to-month,DSL,Yes,62.05,2,124.1,59.15,Low Value,,0.0,Low Risk,Low Priority
9248-OJYKK,1,76.45,76.45,Month-to-month,Fiber optic,Yes,76.45,1,76.45,76.45,Low Value,Yes,0.925,High Risk,Churn Risk
9888-ZCUMM,64,60.05,3845.45,Two year,DSL,No,60.05,64,3843.2,60.08515625,High Value,,0.0,Low Risk,High Value Customer
3398-FSHON,12,91.3,1094.5,Month-to-month,Fiber optic,Yes,91.3,12,1095.6,91.20833333333331,Medium Value,,0.0,Low Risk,Low Priority
3319-DWOEP,6,95.75,573.75,Month-to-month,Fiber optic,Yes,95.75,6,574.5,95.625,Low Value,,0.0,Low Risk,Low Priority
1074-WVEVG,59,20.35,1267.0,One year,No,No,20.35,59,1200.65,21.47457627118644,Medium Value,,0.0,Low Risk,Low Priority
9979-RGMZT,7,94.05,633.45,One year,Fiber optic,No,94.05,7,658.35,90.49285714285716,Low Value,No,0.4,Medium Risk,Monitor
6437-UDQJM,72,84.1,6129.65,Two year,DSL,No,84.1,72,6055.2,85.13402777777777,Very High Value,,0.0,Low Risk,VIP Customer
1226-IENZN,16,78.75,1218.25,Month-to-month,Fiber optic,No,78.75,16,1260.0,76.140625,Medium Value,,0.0,Low Risk,Low Priority
2108-GLPQB,25,55.55,1405.3,Month-to-month,DSL,No,55.55,25,1388.75,56.212,Medium Value,,0.0,Low Risk,Low Priority
9259-PACGQ,34,62.65,2274.9,Month-to-month,DSL,Yes,62.65,34,2130.1,66.90882352941176,Medium Value,,0.0,Low Risk,Low Priority
4415-IJZTP,1,74.5,74.5,Month-to-month,Fiber optic,Yes,74.5,1,74.5,74.5,Low Value,Yes,0.885,High Risk,Churn Risk
1465-VINDH,10,102.1,1068.85,Month-to-month,Fiber optic,Yes,102.1,10,1021.0,106.885,Medium Value,,0.0,Low Risk,Low Priority
5474-LAMUQ,24,20.1,533.9,One year,No,No,20.1,24,482.4,22.245833333333334,Low Value,,0.0,Low Risk,Low Priority
3468-DRVQJ,10,70.3,676.15,One year,DSL,No,70.3,10,703.0,67.615,Low Value,,0.0,Low Risk,Low Priority
1122-YJBCS,69,53.65,3804.4,One year,DSL,No,53.65,69,3701.85,55.13623188405797,High Value,No,0.085,Low Risk,High Value Customer
4990-ALDGW,57,20.75,1118.8,Two year,No,No,20.75,57,1182.75,19.628070175438594,Medium Value,,0.0,Low Risk,Low Priority
4816-OKWNX,50,103.4,5236.4,One year,Fiber optic,No,103.4,50,5170.0,104.728,High Value,,0.0,Low Risk,High Value Customer
3315-IKYZQ,28,50.8,1386.8,One year,DSL,No,50.8,28,1422.4,49.52857142857143,Medium Value,,0.0,Low Risk,Low Priority
2810-FTLEM,16,50.15,762.25,Month-to-month,DSL,Yes,50.15,16,802.4,47.640625,Low Value,,0.0,Low Risk,Low Priority
4747-LCAQL,25,79.0,1902.0,Month-to-month,DSL,No,79.0,25,1975.0,76.08,Medium Value,,0.0,Low Risk,Low Priority
3411-WLRSQ,3,74.6,239.05,Month-to-month,Fiber optic,No,74.6,3,223.8,79.68333333333334,Low Value,,0.0,Low Risk,Low Priority
0898-XCGTF,61,96.5,5673.7,One year,Fiber optic,No,96.5,61,5886.5,93.01147540983608,High Value,,0.0,Low Risk,High Value Customer
8006-PYCSW,2,20.1,39.8,Month-to-month,No,No,20.1,2,40.2,19.9,Low Value,,0.0,Low Risk,Low Priority
8249-THVEC,51,19.4,997.75,One year,No,No,19.4,51,989.4,19.56372549019608,Low Value,,0.0,Low Risk,Low Priority
8722-PRFDV,71,77.55,5574.35,Two year,DSL,No,77.55,71,5506.05,78.51197183098591,High Value,,0.0,Low Risk,High Value Customer
2164-SOQXL,20,20.05,406.05,Month-to-month,No,No,20.05,20,401.0,20.3025,Low Value,,0.0,Low Risk,Low Priority
4020-KIUDI,6,19.85,138.85,Month-to-month,No,No,19.85,6,119.1,23.141666666666666,Low Value,,0.0,Low Risk,Low Priority
5850-BDWCY,6,20.2,123.65,Month-to-month,No,No,20.2,6,121.2,20.60833333333333,Low Value,No,0.0575,Low Risk,Low Priority
2038-YSEZE,29,67.45,1801.1,Month-to-month,DSL,No,67.45,29,1956.05,62.10689655172413,Medium Value,,0.0,Low Risk,Low Priority
